post_id,pslf_sentiment,primary_topic,pslf_stance,raw_response,error
mha043,neutral,policy_uncertainty,considering,,
hum9n5,neutral,general_question,unknown,,
w3ziax,negative,career_impact,rejecting,,
hk31tk,neutral,career_impact,unknown,,
12x0omc,positive,career_impact,considering,,
lkhwpb,neutral,financial_planning,considering,,
1o0sw6,negative,policy_uncertainty,considering,,
wxk3hw,neutral,policy_uncertainty,considering,,
38drmj,neutral,career_impact,considering,,
owq3l2,negative,career_impact,rejecting,,
7hb7u3,positive,career_impact,pursuing,,
1zorqk,negative,policy_uncertainty,considering,,
fp5b5w,neutral,financial_planning,considering,,
dt0sym,positive,career_impact,pursuing,,
b2amv6,negative,financial_planning,considering,,
53cy1k,neutral,financial_planning,considering,,
4oad3r,neutral,career_impact,considering,,
qhwfux,very_positive,success_story,completed,,
1dukpyq,neutral,general_question,considering,,
hxclbw,neutral,general_question,considering,,
1encg64,neutral,career_impact,pursuing,,
hwouw,positive,financial_planning,pursuing,,
1c72su,neutral,general_question,unknown,,
4cw8mm,neutral,general_question,considering,,
5gifm4,positive,financial_planning,considering,,
18tvyfs,neutral,financial_planning,unknown,,
wwrwj3,neutral,policy_uncertainty,unknown,,
14o3con,neutral,policy_uncertainty,unknown,,
heia7m,neutral,policy_uncertainty,unknown,,
1jgp0ml,negative,policy_uncertainty,unknown,,
1itlnp,neutral,financial_planning,considering,,
qne6n4,neutral,policy_uncertainty,unknown,,
175dt7f,neutral,financial_planning,considering,,
14n4mq1,neutral,policy_uncertainty,unknown,,
1roht5q,positive,general_question,pursuing,,
1lusrzs,very_negative,policy_uncertainty,pursuing,,
1n8uf23,negative,policy_uncertainty,pursuing,,
1rf28fm,neutral,career_impact,pursuing,,
1jnpi3j,neutral,career_impact,pursuing,,
qrytwr,very_positive,success_story,completed,,
1cjfhh1,neutral,financial_planning,considering,,
18d1at9,neutral,career_impact,considering,,
sdhalz,neutral,general_question,pursuing,,
18d19xk,neutral,career_impact,considering,,
xn2jrw,neutral,financial_planning,considering,,
78fur3,neutral,general_question,unknown,,
egtqxp,neutral,general_question,considering,,
aa4szq,negative,financial_planning,pursuing,,
fujcvi,neutral,general_question,unknown,,
33obwu,neutral,financial_planning,considering,,
3g1j9q,neutral,policy_uncertainty,unknown,,
16arpp1,very_positive,financial_planning,pursuing,,
vekdz5,negative,career_impact,pursuing,,
8tnyr1,neutral,general_question,unknown,,
1haovd7,positive,career_impact,completed,,
1j5xa7z,negative,policy_uncertainty,considering,,
64qgy8,neutral,general_question,considering,,
pn7goj,negative,policy_uncertainty,pursuing,,
otmwk7,positive,career_impact,pursuing,,
58tufl,negative,frustration_venting,pursuing,,
ikouiw,neutral,career_impact,considering,,
1qs8vno,neutral,financial_planning,considering,,
1kl3qth,neutral,general_question,considering,,
7hg7y7,neutral,policy_uncertainty,unknown,,
olng6m,neutral,career_impact,considering,,
4ox92u,negative,general_question,considering,,
1oqmgb,positive,financial_planning,pursuing,,
9e4v7n,positive,financial_planning,pursuing,,
hf2vhe,neutral,career_impact,rejecting,,
ezvxrn,neutral,general_question,unknown,,
iibn79,negative,general_question,considering,,
ajo1az,neutral,financial_planning,considering,,
1gz5vpq,neutral,general_question,considering,,
83nvtd,neutral,general_question,considering,,
16irxyx,neutral,financial_planning,considering,,
wh4rsd,neutral,career_impact,considering,,
2593ue,positive,financial_planning,pursuing,,
sgjm7n,neutral,general_question,unknown,,
1c2jckx,neutral,financial_planning,pursuing,,
rgybae,neutral,general_question,unknown,,
1dfvpst,neutral,general_question,considering,,
cc1gfk,neutral,general_question,unknown,,
15szcxi,neutral,general_question,considering,,
1qxhrop,negative,servicer_issues,pursuing,,
1lw0lpi,negative,general_question,considering,,
1jwwwpv,positive,policy_uncertainty,pursuing,,
1jez9hh,neutral,general_question,pursuing,,
1c6ic3f,neutral,general_question,considering,,
14zr0xz,neutral,financial_planning,considering,,
1c3f5vu,negative,servicer_issues,pursuing,,
qshb6y,very_positive,success_story,completed,,
wcaybd,neutral,general_question,considering,,
ri3evo,negative,servicer_issues,pursuing,,
10a4ewe,very_positive,success_story,completed,,
u1vkjr,neutral,general_question,pursuing,,
wwt3x7,negative,career_impact,rejecting,,
1g0kkom,neutral,general_question,considering,,
187zfjo,neutral,financial_planning,pursuing,,
1il1b4k,neutral,general_question,unknown,,
1aufvte,neutral,general_question,unknown,,
tb025c,neutral,career_impact,pursuing,,
nxmz1v,neutral,career_impact,pursuing,,
o7y4o1,neutral,financial_planning,pursuing,,
vzndpa,positive,career_impact,pursuing,,
jgg11b,neutral,financial_planning,pursuing,,
10errwl,neutral,financial_planning,considering,,
qvhcs4,neutral,general_question,pursuing,,
1e0zxg6,neutral,general_question,unknown,,
166bgdq,very_negative,servicer_issues,pursuing,,
hk11lz,neutral,general_question,unknown,,
1mryhi9,negative,servicer_issues,pursuing,,
1kvspd3,negative,financial_planning,considering,,
jvvmn3,positive,financial_planning,pursuing,,
1gzqzi7,positive,financial_planning,pursuing,,
1jxv11s,neutral,financial_planning,pursuing,,
1fd1w9i,positive,financial_planning,pursuing,,
wq5gij,negative,financial_planning,rejecting,,
lmq75j,neutral,career_impact,pursuing,,
f0br6j,neutral,financial_planning,considering,,
pyygs4,positive,financial_planning,pursuing,,
lozemu,positive,career_impact,considering,,
png05f,neutral,financial_planning,considering,,
hpos9q,neutral,financial_planning,pursuing,,
byzp9h,positive,financial_planning,pursuing,,
1popcj8,neutral,general_question,considering,,
1syzap9,neutral,career_impact,pursuing,,
1r09f7a,positive,career_impact,considering,,
1rc9f6c,neutral,career_impact,unknown,,
1ksawfn,neutral,career_impact,considering,,
w5swc5,very_negative,career_impact,rejecting,,
1ik01yf,positive,policy_uncertainty,pursuing,,
1cra2ze,neutral,career_impact,considering,,
1g7hr7j,neutral,general_question,considering,,
a3eudb,negative,career_impact,considering,,
xcx3o2,neutral,financial_planning,considering,,
r6ltt6,neutral,general_question,pursuing,,
co4kcq,negative,servicer_issues,considering,,
11yxfok,neutral,general_question,considering,,
voqo1a,neutral,general_question,pursuing,,
xknbse,neutral,general_question,pursuing,,
oz3j1j,neutral,general_question,considering,,
14l1s34,neutral,career_impact,pursuing,,
1j9h7rf,neutral,career_impact,pursuing,,
r69yy7,neutral,financial_planning,considering,,
164mbnc,neutral,financial_planning,pursuing,,
1iggx2d,neutral,career_impact,considering,,
1gpmbj2,negative,career_impact,considering,,
irx7kt,neutral,financial_planning,considering,,
1hddda7,neutral,servicer_issues,pursuing,,
14tiudo,neutral,career_impact,pursuing,,
1dtobo2,positive,career_impact,considering,,
15bsuh4,neutral,career_impact,considering,,
6bk5d1,neutral,financial_planning,considering,,
tso2lu,neutral,financial_planning,pursuing,,
73xxaq,neutral,career_impact,pursuing,,
dosumt,neutral,general_question,unknown,,
k3m1iw,neutral,financial_planning,considering,,
cc1n3f,neutral,financial_planning,considering,,
kg9mye,neutral,financial_planning,unknown,,
30ggbk,neutral,financial_planning,considering,,
qiowzt,neutral,financial_planning,considering,,
au7hgk,neutral,financial_planning,unknown,,
1pg04dy,negative,financial_planning,considering,,
1s2ombn,neutral,general_question,considering,,
1na5hf3,neutral,career_impact,pursuing,,
1rja8i0,neutral,career_impact,considering,,
1q2wp0r,neutral,career_impact,pursuing,,
1s20l0v,positive,career_impact,pursuing,,
1krib7b,neutral,career_impact,considering,,
14rn858,positive,career_impact,considering,,
qqx4f2,positive,financial_planning,considering,,
yfbuzp,neutral,general_question,considering,,
k504gf,neutral,financial_planning,pursuing,,
c47o8u,neutral,general_question,considering,,
iyl0oa,positive,financial_planning,pursuing,,
o0tel9,neutral,career_impact,unknown,,
wq5hrw,positive,career_impact,considering,,
1hyi9cf,positive,career_impact,pursuing,,
1gddrs5,neutral,financial_planning,unknown,,
1anp4hx,neutral,career_impact,considering,,
1agpiqj,neutral,career_impact,,,
1877dz7,neutral,career_impact,considering,,
il7v2u,negative,general_question,considering,,
vcyt34,neutral,financial_planning,pursuing,,
466wiz,neutral,general_question,considering,,
is2hqx,neutral,career_impact,considering,,
17lmjlz,neutral,general_question,considering,,
cyg70k,neutral,financial_planning,considering,,
8tqhta,neutral,financial_planning,unknown,,
1nrkscq,neutral,financial_planning,considering,,
d1u3j5,neutral,career_impact,considering,,
d5bh1s,neutral,career_impact,considering,,
nhdcx9,neutral,general_question,unknown,,
7m6bij,neutral,career_impact,considering,,
pqfnf2,neutral,career_impact,considering,,
1mb9wr7,neutral,financial_planning,considering,,
1li77e4,negative,financial_planning,considering,,
1qjeyil,neutral,career_impact,pursuing,,
1mtdy4v,positive,career_impact,pursuing,,
1hwd81x,neutral,general_question,considering,,
1ebw5zj,neutral,general_question,considering,,
u1ywov,neutral,career_impact,pursuing,,
13m2yuk,neutral,general_question,considering,,
t2vixw,neutral,career_impact,pursuing,,
1j4as8b,negative,financial_planning,considering,,
1cgulfl,positive,career_impact,considering,,
1c2sb2p,neutral,career_impact,considering,,
1g65oz8,neutral,financial_planning,rejecting,,
17puyyq,positive,career_impact,pursuing,,
189y0lj,positive,career_impact,considering,,
1500qtc,neutral,career_impact,rejecting,,
bb7aln,neutral,general_question,considering,,
vnpiis,very_negative,frustration_venting,pursuing,,
w1iei6,neutral,career_impact,considering,,
l1vvu0,positive,general_question,considering,,
f9lzuz,neutral,general_question,unknown,,
j25h0l,positive,career_impact,pursuing,,
e0s3q8,neutral,career_impact,unknown,,
9xmpk0,negative,financial_planning,considering,,
7rmsq8,neutral,general_question,considering,,
11v9gbc,neutral,general_question,considering,,
p3qiex,neutral,general_question,considering,,
8idvpp,negative,career_impact,considering,,
1gatdqc,very_positive,career_impact,pursuing,,
tmt42b,positive,career_impact,pursuing,,
54negk,neutral,career_impact,considering,,
58rp21,positive,career_impact,pursuing,,
1t2b7nz,neutral,financial_planning,considering,,
1s7c8r3,neutral,financial_planning,unknown,,
1qk59dj,positive,career_impact,pursuing,,
1oaj374,neutral,general_question,considering,,
1rf0xqd,neutral,career_impact,pursuing,,
1q4bd6z,positive,career_impact,pursuing,,
101og9q,neutral,career_impact,considering,,
1atxf6x,positive,financial_planning,considering,,
kwn512,neutral,general_question,considering,,
11n2pc0,neutral,general_question,considering,,
o618gq,neutral,financial_planning,pursuing,,
9ehpnj,neutral,financial_planning,considering,,
fatkmg,neutral,career_impact,pursuing,,
60xajw,neutral,general_question,considering,,
1jq4l3o,negative,career_impact,considering,,
1gk5xc4,neutral,general_question,unknown,,
1j90224,negative,career_impact,pursuing,,
1cmm94f,neutral,career_impact,considering,,
1hw2luy,negative,career_impact,pursuing,,
1c0bnlf,neutral,career_impact,considering,,
1ezq2eq,neutral,career_impact,pursuing,,
11j6yb8,neutral,career_impact,rejecting,,
wzwx1q,neutral,financial_planning,pursuing,,
sj7i8s,neutral,general_question,considering,,
wxibd7,neutral,general_question,considering,,
7j85e1,positive,career_impact,considering,,
10psifc,neutral,career_impact,considering,,
s6m52r,negative,financial_planning,rejecting,,
p9pbrz,neutral,general_question,considering,,
fvi9dy,neutral,financial_planning,considering,,
9fi6dm,neutral,financial_planning,,,
kpohsv,neutral,general_question,considering,,
ielhfb,neutral,career_impact,pursuing,,
braare,neutral,general_question,pursuing,,
3sd6tx,positive,general_question,,,
2wpod1,neutral,general_question,considering,,
1spv7xa,very_negative,frustration_venting,rejecting,,
1s1yl74,positive,general_question,considering,,
137xnlp,neutral,policy_uncertainty,considering,,
9pailf,neutral,general_question,considering,,
hux7fp,neutral,general_question,considering,,
4f9ahm,positive,career_impact,considering,,
1u8muk,neutral,general_question,considering,,
4p2eja,negative,frustration_venting,unknown,,
4a9ibi,neutral,financial_planning,considering,,
wbo1ob,positive,career_impact,considering,,
iuvq1i,neutral,career_impact,considering,,
8wva5i,neutral,career_impact,considering,,
rcpt85,neutral,career_impact,,,
1jl3co2,neutral,general_question,unknown,,
1rckv2q,positive,financial_planning,pursuing,,
1sq4lt7,very_negative,financial_planning,rejecting,,
1m296yg,neutral,financial_planning,pursuing,,
1q3dz1k,neutral,financial_planning,considering,,
1oytbjf,positive,financial_planning,pursuing,,
1mpad22,neutral,financial_planning,pursuing,,
1ldajai,negative,financial_planning,pursuing,,
8hgo2m,negative,policy_uncertainty,rejecting,,
wxme1a,neutral,general_question,unknown,,
2m7ycd,positive,financial_planning,pursuing,,
18fjaqk,neutral,financial_planning,pursuing,,
2f06lc,positive,financial_planning,pursuing,,
psu5nj,neutral,financial_planning,considering,,
88tbkt,neutral,general_question,considering,,
2z6f9u,neutral,financial_planning,considering,,
1jtvaf,neutral,financial_planning,considering,,
18mxwy,neutral,financial_planning,considering,,
27dztj,neutral,general_question,considering,,
f7dsvf,neutral,general_question,considering,,
1g0a02,neutral,general_question,pursuing,,
3apyy3,neutral,general_question,considering,,
3217yo,neutral,financial_planning,considering,,
swt4z,positive,general_question,pursuing,,
abmb4h,neutral,general_question,pursuing,,
6fh9m1,neutral,general_question,pursuing,,
67sf9t,positive,financial_planning,pursuing,,
4azyam,positive,financial_planning,pursuing,,
xe80m,neutral,financial_planning,pursuing,,
5irimo,neutral,financial_planning,considering,,
3kz261,neutral,financial_planning,considering,,
1ioonz,neutral,financial_planning,considering,,
2cj7pi,positive,financial_planning,considering,,
22y0d5,positive,financial_planning,pursuing,,
1l1oawz,neutral,financial_planning,pursuing,,
1supasl,neutral,financial_planning,considering,,
1sezu6h,neutral,financial_planning,pursuing,,
1q1dhkk,neutral,financial_planning,rejecting,,
1hrwzm2,neutral,financial_planning,considering,,
1i6riop,positive,financial_planning,pursuing,,
6tuhr2,neutral,financial_planning,considering,,
c4ppcl,neutral,financial_planning,unknown,,
67ar5n,positive,financial_planning,pursuing,,
977n17,negative,financial_planning,rejecting,,
1dq7n80,neutral,financial_planning,pursuing,,
14ysbyp,neutral,financial_planning,considering,,
155vplx,negative,financial_planning,rejecting,,
8bzy57,neutral,financial_planning,unknown,,
191x558,neutral,general_question,unknown,,
180xlla,positive,financial_planning,pursuing,,
102at7e,neutral,financial_planning,pursuing,,
6ebcce,negative,policy_uncertainty,considering,,
4uwa7l,positive,financial_planning,pursuing,,
4kz9bt,positive,financial_planning,pursuing,,
1n2cn8g,neutral,financial_planning,completed,,
k8it0c,positive,success_story,completed,,
2unzmq,positive,financial_planning,pursuing,,
7bvntg,positive,financial_planning,pursuing,,
3xn2p3,positive,financial_planning,pursuing,,
2fav44,neutral,financial_planning,considering,,
7htbqz,neutral,financial_planning,unknown,,
5aqsau,neutral,financial_planning,considering,,
2zm6fv,neutral,financial_planning,considering,,
18p7899,neutral,financial_planning,unknown,,
1aoqc2u,neutral,financial_planning,pursuing,,
1fg1lw,neutral,financial_planning,unknown,,
ydakfl,neutral,policy_uncertainty,unknown,,
1cul1sj,very_positive,policy_uncertainty,unknown,,
16txdhf,positive,general_question,pursuing,,
1gktt1v,neutral,policy_uncertainty,unknown,,
xwfjxr,neutral,general_question,unknown,,
v2lk2c,positive,policy_uncertainty,pursuing,,
y88vhc,neutral,general_question,unknown,,
17xppof,neutral,general_question,unknown,,
14rtgn0,positive,policy_uncertainty,pursuing,,
1izolw4,neutral,policy_uncertainty,unknown,,
1suma19,very_positive,success_story,completed,,
1hm1sq6,very_positive,success_story,completed,,
1bv68g9,neutral,general_question,pursuing,,
1s1p0u8,neutral,financial_planning,pursuing,,
1ryjprs,neutral,general_question,unknown,,
njxuox,neutral,policy_uncertainty,unknown,,
lpgbyh,neutral,policy_uncertainty,unknown,,
w3c2qv,neutral,policy_uncertainty,unknown,,
f21bgm,very_negative,policy_uncertainty,unknown,,
6brjje,neutral,policy_uncertainty,unknown,,
1diwil4,neutral,general_question,considering,,
1c4wc8l,neutral,general_question,unknown,,
15i3rtd,negative,financial_planning,pursuing,,
14nyrjd,neutral,policy_uncertainty,unknown,,
sebgjo,positive,success_story,completed,,
91shs9,neutral,financial_planning,pursuing,,
13w8ky4,neutral,financial_planning,pursuing,,
7jwavq,very_negative,policy_uncertainty,considering,,
pwxs1l,very_positive,career_impact,pursuing,,
u3pcmn,neutral,general_question,considering,,
9112iw,neutral,financial_planning,considering,,
26c52p,positive,financial_planning,pursuing,,
3cpfer,neutral,policy_uncertainty,considering,,
18gx1fh,neutral,career_impact,considering,,
fqzxhp,neutral,financial_planning,considering,,
12bz6az,positive,financial_planning,pursuing,,
t3l1vd,neutral,general_question,considering,,
1asebmm,neutral,general_question,considering,,
bgkse1,positive,financial_planning,pursuing,,
oab5bl,neutral,financial_planning,considering,,
3x7qxq,negative,policy_uncertainty,considering,,
g0zgko,neutral,financial_planning,rejecting,,
bgwmm1,neutral,financial_planning,pursuing,,
chqko3,neutral,general_question,rejecting,,
bc2f7c,neutral,financial_planning,considering,,
fpn3sc,neutral,financial_planning,considering,,
8klm61,neutral,financial_planning,pursuing,,
5p7zb8,neutral,policy_uncertainty,considering,,
5ybtcv,neutral,general_question,considering,,
4gf7iy,neutral,general_question,,,
r66akq,neutral,financial_planning,unknown,,
bm6sih,neutral,financial_planning,pursuing,,
666w5o,negative,financial_planning,pursuing,,
2ykse2,neutral,financial_planning,pursuing,,
89gdpv,neutral,financial_planning,considering,,
1i81yeh,neutral,general_question,unknown,,
z6f7wb,neutral,financial_planning,considering,,
gom68t,neutral,career_impact,considering,,
d316ui,neutral,financial_planning,considering,,
1i9u0wl,neutral,general_question,unknown,,
1dxvbw6,neutral,general_question,unknown,,
1f89bqp,neutral,general_question,unknown,,
1e852kw,neutral,general_question,unknown,,
1bqneig,neutral,general_question,unknown,,
xpoi14,neutral,general_question,unknown,,
12xpcmk,neutral,general_question,unknown,,
13664cs,neutral,general_question,unknown,,
j8nzox,neutral,career_impact,unknown,,
sw0y8y,neutral,general_question,considering,,
