post_id,pslf_sentiment,primary_topic,pslf_stance,raw_response,error
1rf28fm,positive,career_impact,pursuing,,
1jnpi3j,negative,career_impact,considering,,
qrytwr,very_positive,success_story,completed,,
1cjfhh1,positive,career_impact,pursuing,,
18d1at9,positive,career_impact,pursuing,,
sdhalz,neutral,general_question,considering,,
18d19xk,positive,career_impact,pursuing,,
xn2jrw,neutral,career_impact,pursuing,,
78fur3,positive,success_story,considering,,
egtqxp,negative,general_question,considering,,
aa4szq,very_negative,servicer_issues,pursuing,,
fujcvi,neutral,general_question,unknown,,
33obwu,negative,financial_planning,considering,,
3g1j9q,negative,policy_uncertainty,considering,,
16arpp1,very_positive,financial_planning,pursuing,,
vekdz5,negative,career_impact,pursuing,,
8tnyr1,neutral,career_impact,unknown,,
1haovd7,positive,career_impact,completed,,
1j5xa7z,negative,policy_uncertainty,considering,,
64qgy8,neutral,success_story,pursuing,,
pn7goj,negative,policy_uncertainty,pursuing,,
otmwk7,positive,career_impact,pursuing,,
58tufl,negative,frustration_venting,pursuing,,
ikouiw,neutral,career_impact,considering,,
1qs8vno,positive,career_impact,considering,,
1kl3qth,neutral,general_question,considering,,
7hg7y7,negative,policy_uncertainty,considering,,
olng6m,negative,career_impact,considering,,
4ox92u,negative,general_question,considering,,
1oqmgb,positive,career_impact,pursuing,,
9e4v7n,positive,financial_planning,pursuing,,
hf2vhe,negative,career_impact,rejecting,,
ezvxrn,neutral,career_impact,unknown,,
iibn79,negative,general_question,considering,,
ajo1az,neutral,financial_planning,considering,,
1gz5vpq,neutral,general_question,considering,,
83nvtd,neutral,general_question,considering,,
16irxyx,neutral,financial_planning,considering,,
wh4rsd,neutral,career_impact,considering,,
2593ue,positive,success_story,considering,,
sgjm7n,neutral,financial_planning,unknown,,
1c2jckx,neutral,financial_planning,pursuing,,
rgybae,neutral,career_impact,unknown,,
1dfvpst,neutral,general_question,unknown,,
cc1gfk,neutral,general_question,unknown,,
15szcxi,neutral,career_impact,considering,,
1qxhrop,negative,servicer_issues,pursuing,,
1lw0lpi,negative,frustration_venting,unknown,,
1jwwwpv,positive,policy_uncertainty,pursuing,,
1jez9hh,neutral,general_question,pursuing,,
1c6ic3f,neutral,financial_planning,completed,,
14zr0xz,neutral,financial_planning,considering,,
1c3f5vu,negative,servicer_issues,pursuing,,
qshb6y,very_positive,success_story,completed,,
wcaybd,neutral,general_question,considering,,
ri3evo,negative,servicer_issues,pursuing,,
10a4ewe,very_positive,success_story,completed,,
u1vkjr,positive,general_question,pursuing,,
wwt3x7,negative,policy_uncertainty,pursuing,,
1g0kkom,neutral,general_question,considering,,
187zfjo,neutral,servicer_issues,pursuing,,
1il1b4k,negative,servicer_issues,pursuing,,
1aufvte,neutral,financial_planning,considering,,
tb025c,neutral,career_impact,pursuing,,
nxmz1v,negative,career_impact,pursuing,,
o7y4o1,neutral,financial_planning,pursuing,,
vzndpa,positive,career_impact,pursuing,,
jgg11b,positive,financial_planning,pursuing,,
10errwl,neutral,financial_planning,considering,,
qvhcs4,neutral,general_question,considering,,
1e0zxg6,neutral,servicer_issues,unknown,,
166bgdq,very_negative,servicer_issues,unknown,,
hk11lz,neutral,servicer_issues,unknown,,
1mryhi9,very_negative,servicer_issues,pursuing,,
1kvspd3,negative,financial_planning,pursuing,,
jvvmn3,positive,financial_planning,pursuing,,
1gzqzi7,positive,financial_planning,pursuing,,
1jxv11s,positive,financial_planning,pursuing,,
1fd1w9i,positive,financial_planning,pursuing,,
wq5gij,negative,financial_planning,considering,,
lmq75j,positive,career_impact,pursuing,,
f0br6j,neutral,financial_planning,considering,,
pyygs4,positive,financial_planning,pursuing,,
lozemu,positive,financial_planning,pursuing,,
png05f,positive,financial_planning,considering,,
hpos9q,neutral,financial_planning,pursuing,,
byzp9h,positive,financial_planning,pursuing,,
1popcj8,neutral,general_question,considering,,
1syzap9,neutral,career_impact,pursuing,,
1r09f7a,positive,career_impact,considering,,
1rc9f6c,neutral,career_impact,unknown,,
1ksawfn,negative,career_impact,pursuing,,
w5swc5,very_negative,career_impact,rejecting,,
1ik01yf,negative,policy_uncertainty,pursuing,,
1cra2ze,neutral,success_story,considering,,
1g7hr7j,neutral,general_question,considering,,
a3eudb,negative,career_impact,considering,,
xcx3o2,neutral,financial_planning,considering,,
r6ltt6,neutral,general_question,pursuing,,
co4kcq,negative,financial_planning,considering,,
11yxfok,neutral,general_question,considering,,
voqo1a,neutral,general_question,pursuing,,
xknbse,neutral,general_question,considering,,
oz3j1j,neutral,general_question,considering,,
14l1s34,neutral,career_impact,considering,,
1j9h7rf,positive,frustration_venting,pursuing,,
r69yy7,neutral,financial_planning,considering,,
164mbnc,neutral,financial_planning,pursuing,,
1iggx2d,positive,career_impact,considering,,
1gpmbj2,negative,career_impact,considering,,
irx7kt,neutral,financial_planning,considering,,
1hddda7,negative,servicer_issues,pursuing,,
14tiudo,neutral,career_impact,pursuing,,
1dtobo2,positive,career_impact,considering,,
15bsuh4,neutral,career_impact,considering,,
6bk5d1,neutral,financial_planning,considering,,
tso2lu,negative,servicer_issues,pursuing,,
73xxaq,negative,career_impact,pursuing,,
dosumt,neutral,financial_planning,considering,,
k3m1iw,neutral,financial_planning,considering,,
cc1n3f,positive,financial_planning,pursuing,,
kg9mye,neutral,financial_planning,unknown,,
30ggbk,neutral,career_impact,considering,,
qiowzt,neutral,financial_planning,considering,,
au7hgk,very_negative,frustration_venting,considering,,
1pg04dy,negative,financial_planning,considering,,
1s2ombn,neutral,general_question,considering,,
1na5hf3,positive,career_impact,pursuing,,
1rja8i0,positive,career_impact,pursuing,,
1q2wp0r,neutral,career_impact,pursuing,,
1s20l0v,positive,career_impact,pursuing,,
1krib7b,negative,financial_planning,considering,,
14rn858,positive,career_impact,considering,,
qqx4f2,positive,financial_planning,considering,,
yfbuzp,neutral,general_question,considering,,
k504gf,positive,general_question,pursuing,,
c47o8u,neutral,general_question,considering,,
iyl0oa,positive,financial_planning,pursuing,,
o0tel9,neutral,career_impact,unknown,,
wq5hrw,positive,career_impact,considering,,
1hyi9cf,positive,career_impact,pursuing,,
1gddrs5,neutral,financial_planning,considering,,
1anp4hx,positive,career_impact,pursuing,,
1agpiqj,positive,career_impact,pursuing,,
1877dz7,positive,career_impact,pursuing,,
il7v2u,negative,general_question,considering,,
vcyt34,neutral,financial_planning,pursuing,,
466wiz,neutral,general_question,considering,,
is2hqx,neutral,career_impact,considering,,
17lmjlz,neutral,career_impact,unknown,,
cyg70k,positive,career_impact,considering,,
8tqhta,neutral,financial_planning,considering,,
1nrkscq,negative,financial_planning,considering,,
d1u3j5,neutral,financial_planning,considering,,
d5bh1s,neutral,career_impact,considering,,
nhdcx9,neutral,career_impact,unknown,,
7m6bij,neutral,career_impact,considering,,
pqfnf2,neutral,career_impact,considering,,
1mb9wr7,positive,financial_planning,considering,,
1li77e4,negative,financial_planning,considering,,
1qjeyil,negative,career_impact,pursuing,,
1mtdy4v,positive,career_impact,considering,,
1hwd81x,positive,career_impact,considering,,
1ebw5zj,neutral,general_question,considering,,
u1ywov,positive,career_impact,pursuing,,
13m2yuk,neutral,general_question,considering,,
t2vixw,positive,career_impact,pursuing,,
1j4as8b,negative,financial_planning,considering,,
1cgulfl,positive,career_impact,considering,,
1c2sb2p,positive,career_impact,pursuing,,
1g65oz8,negative,financial_planning,rejecting,,
17puyyq,positive,career_impact,pursuing,,
189y0lj,positive,career_impact,considering,,
1500qtc,negative,career_impact,considering,,
bb7aln,positive,career_impact,considering,,
vnpiis,very_negative,frustration_venting,considering,,
w1iei6,negative,career_impact,considering,,
l1vvu0,positive,general_question,considering,,
f9lzuz,neutral,financial_planning,pursuing,,
j25h0l,negative,frustration_venting,considering,,
e0s3q8,neutral,career_impact,considering,,
9xmpk0,negative,career_impact,considering,,
7rmsq8,positive,career_impact,considering,,
11v9gbc,neutral,general_question,considering,,
p3qiex,positive,general_question,considering,,
8idvpp,negative,career_impact,considering,,
1gatdqc,very_positive,career_impact,pursuing,,
tmt42b,positive,career_impact,considering,,
54negk,positive,career_impact,considering,,
58rp21,positive,career_impact,pursuing,,
1t2b7nz,neutral,financial_planning,considering,,
1s7c8r3,negative,financial_planning,pursuing,,
1qk59dj,positive,career_impact,pursuing,,
1oaj374,neutral,general_question,considering,,
1rf0xqd,neutral,career_impact,considering,,
1q4bd6z,positive,career_impact,pursuing,,
101og9q,neutral,career_impact,considering,,
1atxf6x,neutral,financial_planning,considering,,
kwn512,neutral,general_question,considering,,
11n2pc0,neutral,general_question,considering,,
o618gq,positive,financial_planning,pursuing,,
9ehpnj,neutral,financial_planning,considering,,
fatkmg,negative,career_impact,pursuing,,
60xajw,neutral,general_question,considering,,
1jq4l3o,negative,career_impact,pursuing,,
1gk5xc4,neutral,policy_uncertainty,unknown,,
1j90224,negative,career_impact,pursuing,,
1cmm94f,negative,career_impact,pursuing,,
1hw2luy,negative,career_impact,pursuing,,
1c0bnlf,positive,career_impact,considering,,
1ezq2eq,neutral,career_impact,pursuing,,
11j6yb8,negative,career_impact,rejecting,,
wzwx1q,negative,policy_uncertainty,pursuing,,
sj7i8s,neutral,general_question,considering,,
wxibd7,neutral,general_question,considering,,
7j85e1,negative,frustration_venting,considering,,
10psifc,neutral,career_impact,considering,,
s6m52r,negative,financial_planning,considering,,
p9pbrz,neutral,general_question,considering,,
fvi9dy,neutral,financial_planning,considering,,
9fi6dm,neutral,financial_planning,considering,,
kpohsv,neutral,career_impact,considering,,
ielhfb,neutral,career_impact,pursuing,,
braare,neutral,general_question,considering,,
3sd6tx,positive,general_question,considering,,
2wpod1,neutral,general_question,considering,,
1spv7xa,negative,career_impact,considering,,
1s1yl74,neutral,general_question,considering,,
137xnlp,neutral,policy_uncertainty,unknown,,
9pailf,neutral,general_question,considering,,
hux7fp,neutral,general_question,considering,,
4f9ahm,neutral,general_question,considering,,
1u8muk,neutral,general_question,considering,,
4p2eja,negative,servicer_issues,unknown,,
4a9ibi,neutral,general_question,considering,,
wbo1ob,positive,career_impact,considering,,
iuvq1i,neutral,career_impact,considering,,
8wva5i,neutral,career_impact,considering,,
rcpt85,neutral,career_impact,considering,,
1jl3co2,negative,frustration_venting,pursuing,,
1rckv2q,positive,financial_planning,pursuing,,
1sq4lt7,negative,financial_planning,pursuing,,
1m296yg,negative,financial_planning,pursuing,,
1q3dz1k,neutral,financial_planning,considering,,
1oytbjf,positive,financial_planning,pursuing,,
1mpad22,negative,frustration_venting,pursuing,,
1ldajai,negative,financial_planning,pursuing,,
8hgo2m,negative,servicer_issues,rejecting,,
wxme1a,neutral,general_question,unknown,,
2m7ycd,positive,financial_planning,pursuing,,
18fjaqk,neutral,financial_planning,pursuing,,
2f06lc,positive,financial_planning,pursuing,,
psu5nj,neutral,financial_planning,considering,,
88tbkt,neutral,general_question,considering,,
2z6f9u,neutral,financial_planning,considering,,
1jtvaf,negative,financial_planning,considering,,
18mxwy,positive,financial_planning,considering,,
27dztj,positive,general_question,considering,,
f7dsvf,neutral,general_question,considering,,
1g0a02,positive,general_question,considering,,
3apyy3,neutral,general_question,considering,,
3217yo,neutral,financial_planning,considering,,
swt4z,positive,general_question,unknown,,
abmb4h,neutral,financial_planning,pursuing,,
6fh9m1,negative,servicer_issues,pursuing,,
67sf9t,positive,financial_planning,pursuing,,
4azyam,positive,financial_planning,pursuing,,
xe80m,neutral,financial_planning,considering,,
5irimo,neutral,financial_planning,considering,,
3kz261,neutral,financial_planning,considering,,
1ioonz,neutral,financial_planning,considering,,
2cj7pi,positive,financial_planning,considering,,
22y0d5,positive,financial_planning,pursuing,,
1l1oawz,negative,financial_planning,pursuing,,
1supasl,positive,financial_planning,considering,,
1sezu6h,neutral,financial_planning,pursuing,,
1q1dhkk,positive,financial_planning,completed,,
1hrwzm2,positive,financial_planning,pursuing,,
1i6riop,positive,financial_planning,pursuing,,
6tuhr2,neutral,financial_planning,considering,,
c4ppcl,neutral,financial_planning,pursuing,,
67ar5n,positive,financial_planning,pursuing,,
977n17,negative,financial_planning,rejecting,,
1dq7n80,negative,financial_planning,pursuing,,
14ysbyp,neutral,financial_planning,considering,,
155vplx,negative,financial_planning,considering,,
8bzy57,neutral,financial_planning,unknown,,
191x558,neutral,financial_planning,unknown,,
180xlla,negative,financial_planning,pursuing,,
102at7e,positive,financial_planning,pursuing,,
6ebcce,negative,financial_planning,pursuing,,
4uwa7l,positive,financial_planning,pursuing,,
4kz9bt,positive,financial_planning,pursuing,,
1n2cn8g,positive,financial_planning,pursuing,,
k8it0c,positive,success_story,completed,,
2unzmq,very_positive,financial_planning,pursuing,,
7bvntg,positive,frustration_venting,pursuing,,
3xn2p3,positive,financial_planning,pursuing,,
2fav44,neutral,financial_planning,pursuing,,
7htbqz,negative,financial_planning,pursuing,,
5aqsau,negative,financial_planning,considering,,
2zm6fv,positive,financial_planning,considering,,
18p7899,neutral,financial_planning,unknown,,
1aoqc2u,neutral,financial_planning,pursuing,,
1fg1lw,negative,financial_planning,pursuing,,
ydakfl,neutral,policy_uncertainty,unknown,,
1cul1sj,very_positive,policy_uncertainty,pursuing,,
16txdhf,positive,general_question,pursuing,,
1gktt1v,negative,policy_uncertainty,considering,,
xwfjxr,neutral,general_question,unknown,,
v2lk2c,negative,policy_uncertainty,pursuing,,
y88vhc,neutral,general_question,unknown,,
17xppof,negative,policy_uncertainty,considering,,
14rtgn0,positive,policy_uncertainty,pursuing,,
1izolw4,negative,policy_uncertainty,considering,,
1suma19,very_positive,success_story,completed,,
1hm1sq6,very_positive,success_story,completed,,
1bv68g9,negative,policy_uncertainty,pursuing,,
1s1p0u8,neutral,financial_planning,pursuing,,
1ryjprs,neutral,general_question,considering,,
njxuox,neutral,policy_uncertainty,unknown,,
lpgbyh,neutral,policy_uncertainty,unknown,,
w3c2qv,neutral,policy_uncertainty,unknown,,
f21bgm,negative,policy_uncertainty,rejecting,,
6brjje,negative,policy_uncertainty,unknown,,
1diwil4,neutral,general_question,considering,,
1c4wc8l,neutral,general_question,unknown,,
15i3rtd,negative,financial_planning,pursuing,,
14nyrjd,negative,policy_uncertainty,unknown,,
sebgjo,very_positive,success_story,completed,,
91shs9,neutral,financial_planning,pursuing,,
13w8ky4,negative,financial_planning,pursuing,,
7jwavq,very_negative,policy_uncertainty,considering,,
pwxs1l,very_positive,career_impact,pursuing,,
u3pcmn,neutral,general_question,considering,,
9112iw,neutral,financial_planning,considering,,
26c52p,positive,financial_planning,pursuing,,
3cpfer,neutral,policy_uncertainty,considering,,
18gx1fh,positive,career_impact,considering,,
fqzxhp,neutral,financial_planning,considering,,
12bz6az,neutral,financial_planning,considering,,
t3l1vd,neutral,general_question,considering,,
1asebmm,neutral,financial_planning,considering,,
bgkse1,positive,financial_planning,pursuing,,
oab5bl,neutral,financial_planning,considering,,
3x7qxq,negative,financial_planning,considering,,
g0zgko,negative,financial_planning,rejecting,,
bgwmm1,neutral,financial_planning,considering,,
chqko3,negative,financial_planning,rejecting,,
bc2f7c,neutral,financial_planning,considering,,
fpn3sc,neutral,financial_planning,considering,,
8klm61,positive,financial_planning,pursuing,,
5p7zb8,neutral,policy_uncertainty,considering,,
5ybtcv,neutral,general_question,considering,,
4gf7iy,neutral,financial_planning,considering,,
r66akq,neutral,financial_planning,unknown,,
bm6sih,neutral,financial_planning,pursuing,,
666w5o,negative,financial_planning,pursuing,,
2ykse2,negative,financial_planning,considering,,
89gdpv,neutral,financial_planning,considering,,
1i81yeh,neutral,general_question,unknown,,
z6f7wb,neutral,career_impact,considering,,
gom68t,neutral,career_impact,considering,,
d316ui,neutral,career_impact,considering,,
1i9u0wl,negative,servicer_issues,unknown,,
1dxvbw6,neutral,career_impact,considering,,
1f89bqp,neutral,career_impact,considering,,
1e852kw,neutral,general_question,unknown,,
1bqneig,neutral,general_question,unknown,,
xpoi14,neutral,general_question,considering,,
12xpcmk,neutral,general_question,unknown,,
13664cs,neutral,general_question,considering,,
j8nzox,neutral,career_impact,unknown,,
sw0y8y,neutral,career_impact,considering,,
1jvg7q3,neutral,career_impact,pursuing,,
94j26q,neutral,servicer_issues,pursuing,,
84ehp2,very_positive,success_story,pursuing,,
