post_id,pslf_sentiment,primary_topic,pslf_stance,raw_response,error
a1d318185f96364e,very_negative,financial_planning,rejecting,,
c1fe633e3db21623,very_negative,financial_planning,rejecting,,
7b0d3defc6e91651,neutral,financial_planning,considering,,
1ff63b006b2a2b29,very_negative,financial_planning,rejecting,,
fa01398bbe50da14,negative,financial_planning,rejecting,,
824bd464f6e8483b,negative,servicer_issues,considering,,
3af3e0c2e7c65d96,positive,policy_uncertainty,pursuing,,
72db72791b80203b,negative,financial_planning,considering,,
3af2963ce4f04cf5,positive,policy_uncertainty,considering,,
40903f41c061fc57,neutral,financial_planning,considering,,
837b3a1c5308863e,negative,policy_uncertainty,considering,,
00bc5ef488a40153,positive,financial_planning,considering,,
9de71ee3db6378b2,positive,financial_planning,considering,,
fb5e99a6185b1c7b,neutral,financial_planning,pursuing,,
e1bab25237fa5eb4,negative,financial_planning,considering,,
5285c15d4f0bda93,negative,financial_planning,considering,,
eba67fe2def586b4,negative,financial_planning,considering,,
6d4a367ee62388bc,negative,financial_planning,considering,,
be7efc8b53b9c688,positive,career_impact,pursuing,,
002d2bd8d5928d76,positive,career_impact,considering,,
1303587b1fffbecd,very_positive,success_story,completed,,
035c578d937f0225,negative,financial_planning,pursuing,,
210293fe841d2bbf,neutral,servicer_issues,pursuing,,
30689333c402e1a5,neutral,servicer_issues,pursuing,,
fdd05c6ce91020c4,negative,financial_planning,pursuing,,
8212f90f1f53ef78,neutral,financial_planning,considering,,
bb31feede6e3dd59,negative,financial_planning,pursuing,,
aa68ed5ab6ef8022,neutral,servicer_issues,pursuing,,
af50082d78525af6,negative,financial_planning,pursuing,,
29098da287dbdd82,neutral,servicer_issues,pursuing,,
5ec17171d01a0ac4,negative,financial_planning,pursuing,,
0f3b75c89fea8894,neutral,servicer_issues,pursuing,,
d39d85fedc72f118,neutral,servicer_issues,pursuing,,
e76761889f6ab09e,negative,policy_uncertainty,considering,,
a200b1f5c71f934f,negative,financial_planning,pursuing,,
4861338e35494949,neutral,servicer_issues,pursuing,,
01bc33f5c6bb30e5,neutral,financial_planning,pursuing,,
33079922afe304d4,negative,financial_planning,pursuing,,
6c7e89538a0ed583,negative,servicer_issues,considering,,
14c99fdb82def8a8,neutral,servicer_issues,pursuing,,
d5c04d709c26d3dc,neutral,financial_planning,pursuing,,
a490a61a61f138e1,negative,financial_planning,pursuing,,
688b7516d813262a,neutral,servicer_issues,pursuing,,
e6a6f7d120ca4f03,negative,financial_planning,pursuing,,
f49a440951c31767,neutral,servicer_issues,pursuing,,
7f92a502c5e287f3,neutral,servicer_issues,pursuing,,
e1d85ae9c6626289,neutral,general_question,pursuing,,
ae54880509692872,very_negative,financial_planning,rejecting,,
924875e84310718a,negative,financial_planning,rejecting,,
9197570c5610733f,negative,financial_planning,considering,,
fbe63a9f83ab37f1,positive,financial_planning,pursuing,,
5a41a2633ad1a37a,neutral,financial_planning,pursuing,,
df69816941f90770,positive,financial_planning,considering,,
6296b0104e5fdbdd,positive,general_question,considering,,
f52d87b0e183286d,negative,career_impact,pursuing,,
1101feaf855c774c,negative,career_impact,pursuing,,
dab3ec0a540d6c46,positive,general_question,considering,,
26cf362bd30ee40b,positive,general_question,considering,,
fcf747d52d09ecaa,neutral,career_impact,considering,,
54be0dbcec0b4e70,very_negative,policy_uncertainty,rejecting,,
a1451ee89a9e1eb7,positive,financial_planning,considering,,
06a1b0df95cfe91b,neutral,career_impact,considering,,
51bf34fa7010c080,positive,financial_planning,considering,,
b2f9797a0bc6930e,positive,financial_planning,pursuing,,
2352c44fc0f6087d,negative,financial_planning,considering,,
53ac2177f289da8e,negative,financial_planning,considering,,
cded9c4527f14bb3,negative,financial_planning,rejecting,,
3b4ade574b4af2b0,positive,policy_uncertainty,pursuing,,
0d6c5b417fdb905a,positive,policy_uncertainty,pursuing,,
87c2017e71599a57,positive,policy_uncertainty,pursuing,,
c1fbe2ff4d1fde19,positive,policy_uncertainty,pursuing,,
5b29b3d87ffd8556,positive,policy_uncertainty,pursuing,,
c8c2c50b82772ea0,positive,policy_uncertainty,pursuing,,
9770ca9971e2d1f0,positive,policy_uncertainty,pursuing,,
99342a6940a47ce7,positive,policy_uncertainty,pursuing,,
68a2d3175cd5f506,positive,policy_uncertainty,pursuing,,
dc49281fff0c7595,positive,policy_uncertainty,pursuing,,
146d576b9a089c40,positive,policy_uncertainty,unknown,,
37b641af4dbc794d,neutral,policy_uncertainty,unknown,,
5ac0475dd4c6dc7c,neutral,policy_uncertainty,considering,,
02e2702963803b92,very_positive,success_story,completed,,
105d67a4a60b8eeb,very_positive,success_story,completed,,
27a94d850e980905,neutral,general_question,considering,,
7499fd8b68972b68,neutral,general_question,considering,,
bc0bf2dd512b185c,positive,financial_planning,considering,,
ffcb08083848bed7,negative,financial_planning,pursuing,,
530a3ac02cd9fdb3,very_positive,success_story,completed,,
a6d7abf55946b682,positive,financial_planning,considering,,
ceefe5a1fe6c9644,negative,financial_planning,rejecting,,
7b3fbfbe9d85be72,positive,financial_planning,considering,,
6319fcd3c2cfb260,neutral,policy_uncertainty,unknown,,
f218c84874194778,very_positive,success_story,completed,,
716fe4b39cf08597,positive,career_impact,considering,,
ab8e54d89dfe6085,neutral,policy_uncertainty,unknown,,
7a43f16fd1cd8d0b,neutral,general_question,considering,,
b3942de14c9f092e,positive,policy_uncertainty,unknown,,
3df726a844651405,very_negative,financial_planning,rejecting,,
811d5c1ef9eee682,positive,financial_planning,considering,,
cae4c4b6efde33f4,neutral,career_impact,unknown,,
fbd75008c62f0514,neutral,policy_uncertainty,unknown,,
5018a2e2f676bc55,neutral,career_impact,unknown,,
c3aa828dd5acb946,neutral,general_question,unknown,,
5cd49618575ae30c,neutral,career_impact,unknown,,
96395bf276660c2c,negative,servicer_issues,pursuing,,
35696ed558cb08c5,neutral,policy_uncertainty,unknown,,
1820a11d33aed5cc,very_positive,success_story,completed,,
d967ee336362ac20,very_positive,success_story,completed,,
66b609852d46c245,neutral,financial_planning,considering,,
a5f008bd28a138e0,positive,financial_planning,considering,,
84a1a2a0fae693da,neutral,financial_planning,completed,,
d3541306997122f2,very_negative,financial_planning,rejecting,,
90262212d20e4f14,negative,financial_planning,considering,,
533cc4ea1ac14eb1,positive,financial_planning,pursuing,,
39f136b436025862,negative,career_impact,considering,,
5314cb5e1c818604,positive,financial_planning,considering,,
165b6da3509c09a1,positive,financial_planning,considering,,
e840a05f5e0bcda9,very_positive,financial_planning,pursuing,,
cb0347c5f66fccef,negative,financial_planning,pursuing,,
9d5cb3ebfff1f154,neutral,policy_uncertainty,unknown,,
43808f4280e14836,neutral,career_impact,unknown,,
a06ba7848e755fc6,negative,career_impact,rejecting,,
517bf924f91879a8,very_positive,career_impact,pursuing,,
62ddf6c18533f380,negative,career_impact,considering,,
2c764daf7e97aae5,positive,financial_planning,pursuing,,
6b097714d2390609,positive,financial_planning,pursuing,,
069de98f0773e62d,neutral,financial_planning,pursuing,,
ff8805c4e3b9807f,positive,financial_planning,pursuing,,
929dd6a7dc0fc042,neutral,career_impact,considering,,
493b6049e056e300,neutral,frustration_venting,unknown,,
c79ccadd601290f9,negative,financial_planning,rejecting,,
9ccd7e80f89a1e7f,negative,financial_planning,pursuing,,
b49f45d36f57b5b9,negative,policy_uncertainty,considering,,
a401ed10b5d620ab,negative,policy_uncertainty,considering,,
d81a5e3e6d6fedf1,positive,financial_planning,considering,,
659fb7bb3aac7902,negative,financial_planning,considering,,
f5abc71bbd767fd7,very_positive,success_story,completed,,
672f34ff7be6df4a,negative,policy_uncertainty,considering,,
8a541282b71687ba,negative,policy_uncertainty,considering,,
a117ee8a4cc5503e,neutral,policy_uncertainty,unknown,,
351f3e90c5bb56f5,negative,policy_uncertainty,considering,,
8def285beacfae40,neutral,policy_uncertainty,unknown,,
ba9155c775c103a6,negative,career_impact,considering,,
30cf423fff0c04a5,neutral,career_impact,considering,,
e2d4b73fa7a2bcb5,positive,career_impact,pursuing,,
decb071724c3c9aa,neutral,career_impact,unknown,,
e3d913aa59e3815d,positive,career_impact,pursuing,,
49f831ed71f6eaf9,neutral,career_impact,unknown,,
