error,post_id,primary_topic,profession,pslf_sentiment,pslf_stance,raw_response,source
,e08692ef4aa09e3d,policy_uncertainty,,neutral,unknown,,sdn
,4eecbb9c46d6abbd,financial_planning,,neutral,unknown,,sdn
,bece567bbe7c2fbd,financial_planning,,positive,pursuing,,sdn
,473cfff0080c7469,general_question,,positive,unknown,,sdn
,36dd6d75d1a888e5,policy_uncertainty,,positive,pursuing,,sdn
,d8d0960cecdd80cc,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""neutral"", ""primary_topic"": ""financial_planning"", ""pslf_stance"": ""unknown""}
```",
,e0adcaffff8fb579,financial_planning,,very_positive,pursuing,,sdn
,82fac2f91a8c9051,financial_planning,,neutral,considering,,sdn
,a0b7fcf568a32a3a,policy_uncertainty,,neutral,unknown,,sdn
,ce2c1e7ed0450b03,financial_planning,,positive,pursuing,,sdn
,93202b88f605013b,policy_uncertainty,,positive,pursuing,,sdn
,a9a8530b62556302,financial_planning,,neutral,unknown,,sdn
,afec9c001619c2d4,financial_planning,,very_positive,pursuing,,sdn
,77cdf781ef60569a,financial_planning,,neutral,considering,,sdn
,35271c931f58c2d2,policy_uncertainty,,neutral,unknown,,sdn
,d3fc0a8e41fca88f,financial_planning,,neutral,unknown,,sdn
,fe3c5f5c4ad6510a,financial_planning,,positive,pursuing,,sdn
,68f03142e55e36c3,policy_uncertainty,,positive,pursuing,,sdn
,36655a31021c93d6,policy_uncertainty,,positive,pursuing,,sdn
,6047ec8fb0421df1,financial_planning,,neutral,unknown,,sdn
,a0e947444a5f9b0d,financial_planning,,very_positive,pursuing,,sdn
,f93068a0e31ef715,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""neutral"", ""primary_topic"": ""financial_planning"", ""pslf_stance"": ""considering""}
```",
,15a6f72d4c19f3e7,policy_uncertainty,,neutral,unknown,,sdn
,b4f00cacdbdb6b70,financial_planning,,neutral,unknown,,sdn
,db22e679164383ab,financial_planning,,positive,pursuing,,sdn
,997cf1f9893542ae,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""negative"", ""primary_topic"": ""career_impact"", ""pslf_stance"": ""considering""}
```",
,7655049f78808a80,career_impact,,neutral,considering,,sdn
,4b41449cbb5d3dd2,career_impact,,neutral,considering,,sdn
,0361613931f0066d,policy_uncertainty,,negative,considering,,sdn
,fdca12d2fce846e6,career_impact,,negative,considering,,sdn
,ce69bc4298d436e9,career_impact,,neutral,considering,,sdn
,0f93be7945a622f4,career_impact,,neutral,considering,,sdn
,6ac697d35fc37dc7,career_impact,,negative,considering,,sdn
,d8d62c468c6fea2d,career_impact,,neutral,considering,,sdn
,64ff0835d42f75d3,career_impact,,neutral,considering,,sdn
,91c31787111a4120,policy_uncertainty,,negative,considering,,sdn
,e4f50b7f18884cae,career_impact,,negative,considering,,sdn
,129d6d7bf27fe205,career_impact,,neutral,considering,,sdn
,993b99fdaa0f5a84,career_impact,,neutral,considering,,sdn
,b46499564ff7994c,policy_uncertainty,,negative,considering,,sdn
,214612bf0c374daa,career_impact,,negative,considering,,sdn
,37021d32c80dc42e,career_impact,,neutral,considering,,sdn
,3efb68a389be3843,career_impact,,neutral,considering,,sdn
,7479a48b8188981b,policy_uncertainty,,negative,considering,,sdn
,99afbb4e46ddb3cc,career_impact,,negative,considering,,sdn
,5c17c3a2ae3944b9,career_impact,,neutral,considering,,sdn
,fb7b2c9a405aba16,policy_uncertainty,,negative,considering,,sdn
,a8359ac5e0efccc6,career_impact,,neutral,considering,,sdn
,168b8073ef3f0450,career_impact,,neutral,considering,,sdn
,2b52c540b546534e,career_impact,,neutral,considering,,sdn
,1852cf6122ad071e,policy_uncertainty,,negative,considering,,sdn
,fc633685541b0e1e,career_impact,,neutral,considering,,sdn
,bde1b69a91263187,career_impact,,neutral,considering,,sdn
,fb454685607a505b,career_impact,,neutral,considering,,sdn
,1a98450d5966f346,policy_uncertainty,,negative,considering,,sdn
,ad628b07b548ba7d,career_impact,,negative,considering,,sdn
,e803c97edea52a30,career_impact,,neutral,considering,,sdn
,52bfb2910474dc96,career_impact,,neutral,considering,,sdn
,355f4a5e453e7cbd,policy_uncertainty,,negative,considering,,sdn
,954018210e75096d,financial_planning,,neutral,considering,,sdn
,e10bc1d356045bf2,career_impact,,neutral,considering,,sdn
,33f45e5e2f41d039,career_impact,,neutral,considering,,sdn
,0bb0cab0d92ef9fa,policy_uncertainty,,negative,considering,,sdn
,6395014a110dc4db,policy_uncertainty,,neutral,unknown,,sdn
,11b5a2bed6d69e44,policy_uncertainty,,neutral,unknown,,sdn
,0037739b74960dac,policy_uncertainty,,neutral,unknown,,sdn
,49cffc4ee9891bbb,policy_uncertainty,,neutral,unknown,,sdn
,78571831306f93df,policy_uncertainty,,neutral,unknown,,sdn
,757add6198bb25bf,policy_uncertainty,,neutral,unknown,,sdn
,b89d17c08aadbd99,policy_uncertainty,,neutral,unknown,,sdn
,7189976547e97873,policy_uncertainty,,neutral,unknown,,sdn
,36935ce076833968,policy_uncertainty,,neutral,unknown,,sdn
,9c9aa44b60d165be,policy_uncertainty,,neutral,unknown,,sdn
,0d0fd122855bd4e4,policy_uncertainty,,neutral,unknown,,sdn
,f8f61a82d90708b1,general_question,,neutral,unknown,,sdn
,e62669e608c0e58d,policy_uncertainty,,neutral,unknown,,sdn
,3a7b7ecddd12a74c,policy_uncertainty,,neutral,unknown,,sdn
,61b20cd43dfff008,policy_uncertainty,,neutral,unknown,,sdn
,21047e06ee11f4d8,policy_uncertainty,,neutral,unknown,,sdn
,2e66693cf781f3ac,policy_uncertainty,,neutral,unknown,,sdn
,2040f28f30411981,policy_uncertainty,,neutral,unknown,,sdn
,7a8258c4723a4b7c,policy_uncertainty,,neutral,unknown,,sdn
,4da3b67aafcedf7a,policy_uncertainty,,neutral,unknown,,sdn
,b913a7f553c620ef,general_question,,neutral,unknown,,sdn
,6bc25cbaa7e3ca4c,general_question,,neutral,unknown,,sdn
,5ca43cc4b80a5d5f,general_question,,neutral,unknown,,sdn
,7c39764bfa9cbf71,general_question,,neutral,unknown,,sdn
,339cc996fcca1da8,general_question,,neutral,unknown,,sdn
,a641bc446b8fc44c,general_question,,neutral,unknown,,sdn
,8754460aaf18297a,general_question,,neutral,unknown,,sdn
,2790d319b87a545d,general_question,,neutral,unknown,,sdn
,e2a137798cddb618,general_question,,neutral,unknown,,sdn
,86837225f0b04861,general_question,,neutral,unknown,,sdn
,ffaf35a91d9e93bd,career_impact,,positive,considering,,sdn
,8cd5f2e0a3d76ce2,career_impact,,positive,considering,,sdn
,c9c342940d4bce11,career_impact,,neutral,considering,,sdn
,e945c9f804aec971,career_impact,,neutral,considering,,sdn
,93f98cc2d0d5e241,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""neutral"", ""primary_topic"": ""career_impact"", ""pslf_stance"": ""considering""}
```",
,3596d18b27df829e,career_impact,,neutral,considering,,sdn
,0bd498172e1e5e9e,career_impact,,neutral,considering,,sdn
,5047b53a930cda48,career_impact,,neutral,considering,,sdn
,394ece7d36b31a82,career_impact,,neutral,considering,,sdn
,b77e267823a65023,career_impact,,positive,considering,,sdn
,5588e0baa3194df2,general_question,,neutral,unknown,,sdn
,08a9d39a46ae340f,financial_planning,,neutral,considering,,sdn
,eb7c5ad781cf42c7,financial_planning,,neutral,considering,,sdn
,dac91abf19297915,financial_planning,,neutral,considering,,sdn
,fe9341d30bf10273,financial_planning,,neutral,considering,,sdn
,183fadc262935d9f,financial_planning,,neutral,considering,,sdn
,7f835799fb000ae8,financial_planning,,neutral,considering,,sdn
,dbad00e75e274cd7,financial_planning,,neutral,considering,,sdn
,614f83f73b92f964,financial_planning,,neutral,considering,,sdn
,77e068fc75bb06aa,financial_planning,,neutral,considering,,sdn
,d4118fd4f2d1c977,career_impact,,positive,pursuing,,sdn
,e68e063382498a5a,career_impact,,positive,pursuing,,sdn
,96d0b8c87f8af00e,career_impact,,positive,pursuing,,sdn
,a6b02fdc31428ffe,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""positive"", ""primary_topic"": ""career_impact"", ""pslf_stance"": ""pursuing""}
```",
,64033dec2c7b6fe4,career_impact,,positive,pursuing,,sdn
,6ffebc2fdac9b40a,career_impact,,positive,pursuing,,sdn
,fdb62c381b41e421,career_impact,,neutral,pursuing,,sdn
,032375f8fd7b176e,career_impact,,positive,pursuing,,sdn
,2e153773b44914bf,career_impact,,neutral,considering,,sdn
,03324ec24d0f64b3,career_impact,,negative,rejecting,,sdn
,c332a47fefe74a05,financial_planning,,negative,rejecting,,sdn
,441707fa7b14a9b3,career_impact,,negative,rejecting,,sdn
,599472d95bd23fc5,financial_planning,,negative,rejecting,,sdn
,7ed519207f087f49,career_impact,,negative,rejecting,,sdn
,9c88526f9b5f0377,career_impact,,negative,rejecting,,sdn
,020b686767e1c9d2,career_impact,,negative,rejecting,,sdn
,07be8d63a84386f4,career_impact,,negative,rejecting,,sdn
,6d65df5a2c60be9c,financial_planning,,negative,rejecting,,sdn
,e53c2f94c52ddf25,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""negative"", ""primary_topic"": ""career_impact"", ""pslf_stance"": ""rejecting""}
```",
,4a1227b3b7682599,financial_planning,,positive,unknown,,sdn
,e144c5ef9f84ed4a,financial_planning,,positive,considering,,sdn
,fde3af4c4a7b66a4,career_impact,,positive,unknown,,sdn
,a549f34b7b776783,financial_planning,,positive,considering,,sdn
,7bb8be2ef75c6290,financial_planning,,positive,considering,,sdn
,cc0837561839e9f2,financial_planning,,positive,unknown,,sdn
,4a24a41d0d41d673,financial_planning,,positive,considering,,sdn
,31cf2f01aa61c23b,financial_planning,,positive,unknown,,sdn
,a5d43da7fffe0701,career_impact,,neutral,unknown,,sdn
,e359af710ca1ce0e,career_impact,,negative,rejecting,,sdn
,12ec06aa1f6dde80,career_impact,,neutral,considering,,sdn
"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 7661350d-ac25-463",fc88361574b42b0a,api_error,,api_error,unknown,,
,41a8fba737941ce6,career_impact,,neutral,considering,,sdn
,5370841c68d73023,career_impact,,negative,rejecting,,sdn
,d4a135f76110ba4c,career_impact,,neutral,considering,,sdn
,517f1a9cc09a17e0,career_impact,,negative,rejecting,,sdn
,04f7b9177f044c78,career_impact,,neutral,considering,,sdn
,a70380f7cf4c9fd4,career_impact,,negative,rejecting,,sdn
,30d87092b4283789,career_impact,,neutral,considering,,sdn
,5471f43132d83dd3,career_impact,,negative,rejecting,,sdn
"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50 requests per minute (org: 7661350d-ac25-463f-9e73-7",84c0fa03bc04e763,api_error,,api_error,unknown,,
,6a175108230b42d0,career_impact,,positive,considering,,sdn
,8e0c1952e1ae37cc,career_impact,,neutral,considering,,sdn
,3e242dfd0682b3b9,career_impact,,negative,rejecting,,sdn
,918119f4cff04105,career_impact,,neutral,unknown,,sdn
,8f6dc232df39fe0e,career_impact,,negative,rejecting,,sdn
,83bb63d9dbdb533c,career_impact,,neutral,considering,,sdn
,ceb2e4afd41ae1ad,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""neutral"", ""primary_topic"": ""career_impact"", ""pslf_stance"": ""pursuing""}
```",
,d10c590cd6f036ab,career_impact,,neutral,pursuing,,sdn
,ced36bad85fc2707,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""negative"", ""primary_topic"": ""policy_uncertainty"", ""pslf_stance"": ""considering""}
```",
,70fd6205c366d383,career_impact,,neutral,pursuing,,sdn
,da14087e9d247893,financial_planning,,positive,pursuing,,sdn
,d75f3d6fdcfea750,financial_planning,,positive,pursuing,,sdn
,debc2c3f30007bf1,policy_uncertainty,,negative,unknown,,sdn
,2bb43e5922021dd6,policy_uncertainty,,positive,considering,,sdn
,1730653bf171230e,policy_uncertainty,,negative,unknown,,sdn
,246e4da9e3c1f84d,policy_uncertainty,,negative,pursuing,,sdn
,c5be2ac35855c3ae,financial_planning,,negative,considering,,sdn
,f619db4908a12d85,policy_uncertainty,,neutral,considering,,sdn
,6e2975734cc5d587,financial_planning,,positive,pursuing,,sdn
,e5bd051c2ea52c5b,policy_uncertainty,,very_negative,pursuing,,sdn
,69849b06e78f0bed,career_impact,,positive,pursuing,,sdn
,a1c0596e0cca15bf,career_impact,,positive,pursuing,,sdn
,0f939a8c17924f6f,career_impact,,positive,pursuing,,sdn
,2c346cb7e3465e8c,career_impact,,positive,pursuing,,sdn
,99c8d72f27cac625,career_impact,,positive,pursuing,,sdn
,f4d02f28b6121069,career_impact,,positive,pursuing,,sdn
,59cab8d5ff4da0d2,career_impact,,positive,considering,,sdn
,fe07c3c8b42338b1,career_impact,,positive,pursuing,,sdn
,d5d21a101f5de343,career_impact,,positive,pursuing,,sdn
,dcad1ed7d8b60ed1,financial_planning,,positive,considering,,sdn
,6b0b075e3896eab5,policy_uncertainty,,negative,considering,,sdn
,d880b2f230852574,financial_planning,,positive,considering,,sdn
,fa5eca4cf388631d,policy_uncertainty,,negative,considering,,sdn
,d421e6fd3d69aca8,financial_planning,,positive,considering,,sdn
,1b9fde3f46958d47,policy_uncertainty,,negative,considering,,sdn
,f81572960ba29c8c,financial_planning,,positive,considering,,sdn
,021271ae0c719aad,policy_uncertainty,,negative,considering,,sdn
,e24564ad24484553,financial_planning,,positive,considering,,sdn
,d2aa75821afb92fb,policy_uncertainty,,negative,considering,,sdn
,dcffdb8607e50e91,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""positive"", ""primary_topic"": ""financial_planning"", ""pslf_stance"": ""considering""}
```",
,5c54349bc0a5aeb6,policy_uncertainty,,negative,considering,,sdn
,eb5313e2a95afceb,financial_planning,,positive,considering,,sdn
,7defec2c1a3a529d,policy_uncertainty,,negative,considering,,sdn
,7423bb480911442d,financial_planning,,positive,considering,,sdn
,e5706f6ea020e4b4,policy_uncertainty,,negative,considering,,sdn
,d8317a3eeca9ceea,financial_planning,,positive,considering,,sdn
,46b755d1fe44a069,policy_uncertainty,,negative,considering,,sdn
,f5426c92de53938b,financial_planning,,positive,considering,,sdn
,97266020158668aa,policy_uncertainty,,negative,considering,,sdn
,a28241cd8f15e7b5,financial_planning,,neutral,pursuing,,sdn
,28728ff244a34306,financial_planning,,neutral,pursuing,,sdn
,2c3962ccadb9f300,financial_planning,,negative,pursuing,,sdn
,fb2c6ac335b1df03,financial_planning,,neutral,pursuing,,sdn
,b1723a88b8e1dbf8,financial_planning,,neutral,pursuing,,sdn
,737f994854c97b5d,career_impact,,neutral,pursuing,,sdn
,f99391ed13651d88,financial_planning,,negative,pursuing,,sdn
,13d7f95dba02e5d4,financial_planning,,neutral,pursuing,,sdn
,c1b18f55ade6072c,financial_planning,,neutral,considering,,sdn
,22b0e9a7997ed1e1,policy_uncertainty,,very_negative,rejecting,,sdn
,c417b01482b436c0,financial_planning,,negative,considering,,sdn
,413dd29332b90c99,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""very_negative"", ""primary_topic"": ""policy_uncertainty"", ""pslf_stance"": ""pursuing""}
```",
,1d8101c7eb0d3248,financial_planning,,neutral,considering,,sdn
,25f817a571c3f059,career_impact,,positive,considering,,sdn
,090a6236a721c318,policy_uncertainty,,very_negative,rejecting,,sdn
,40cda0ccdbb38a86,career_impact,,negative,rejecting,,sdn
,26baa17ba2b683ca,financial_planning,,neutral,considering,,sdn
,ecb30a65e32ed02f,policy_uncertainty,,very_negative,rejecting,,sdn
,52f3e4658214190b,policy_uncertainty,,negative,considering,,sdn
,714f01737518e354,policy_uncertainty,,negative,considering,,sdn
,9dda218a4dcb41ac,financial_planning,,neutral,considering,,sdn
,9b7c781a92c08514,policy_uncertainty,,very_negative,rejecting,,sdn
,fa7689664bba2787,career_impact,,positive,considering,,sdn
,46c34d31f8138e1d,policy_uncertainty,,very_negative,rejecting,,sdn
,0f71cdff19c7b817,policy_uncertainty,,neutral,considering,,sdn
"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50 requests per minute (org: 7661350d-ac25-463f-9e73-7",316e461e8a3d1ed5,api_error,,api_error,unknown,,
,4bf84755a51f6463,financial_planning,,neutral,considering,,sdn
,dc9ee166893c9bce,policy_uncertainty,,very_negative,rejecting,,sdn
,496b62f511024490,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""negative"", ""primary_topic"": ""financial_planning"", ""pslf_stance"": ""considering""}
```",
,8626ebcf1b6239c5,policy_uncertainty,,very_negative,pursuing,,sdn
,c97263711ac2cebc,financial_planning,,neutral,considering,,sdn
,1fce5ed2b558015f,policy_uncertainty,,very_negative,rejecting,,sdn
,463e9957d31394c4,career_impact,,positive,considering,,sdn
,3031faa02d1adb99,policy_uncertainty,,very_negative,rejecting,,sdn
,52f165f5a8e7db3d,career_impact,,neutral,considering,,sdn
,96c1b58a3dc755f1,financial_planning,,neutral,considering,,sdn
,67b2a8324e742864,policy_uncertainty,,very_negative,rejecting,,sdn
,d4568bf654fd1e25,financial_planning,,negative,considering,,sdn
,015250d5aae42f54,policy_uncertainty,,negative,unknown,,sdn
,eb84ea136cfcb142,financial_planning,,neutral,considering,,sdn
,707d54fda27e6ec1,policy_uncertainty,,negative,rejecting,,sdn
,e70abdcdf20f4594,career_impact,,positive,pursuing,,sdn
,6a2db0d1abd2923c,policy_uncertainty,,very_negative,rejecting,,sdn
,4a9f16e04a207106,career_impact,,neutral,considering,,sdn
,6b5476202d687fcb,career_impact,,negative,rejecting,,sdn
,6bbf264e8a312606,financial_planning,,neutral,considering,,sdn
,762bc61c32b4c9b8,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""very_negative"", ""primary_topic"": ""policy_uncertainty"", ""pslf_stance"": ""rejecting""}
```",
,79d97f17e56a55ff,policy_uncertainty,,negative,considering,,sdn
,f7e4e446cf2b1737,financial_planning,,neutral,considering,,sdn
,c2503aba4d66b1c5,policy_uncertainty,,very_negative,rejecting,,sdn
,ed659604e7afa6f3,career_impact,,positive,considering,,sdn
,155b81e666b8e712,policy_uncertainty,,very_negative,rejecting,,sdn
,25a0e0021e6cd802,policy_uncertainty,,neutral,considering,,sdn
,2c87651b5051b96b,career_impact,,negative,rejecting,,sdn
,c65911270ce86ac4,policy_uncertainty,,negative,considering,,sdn
,ad51d8e21422e124,policy_uncertainty,,very_negative,pursuing,,sdn
,47147d6093e6e474,financial_planning,,neutral,considering,,sdn
,61a1f119b12b7375,policy_uncertainty,,negative,rejecting,,sdn
,e343c07cf4478896,career_impact,,positive,considering,,sdn
,9e8ee1de99bbc68d,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""very_negative"", ""primary_topic"": ""policy_uncertainty"", ""pslf_stance"": ""rejecting""}
```",
,82bb4caf4b62dc55,career_impact,,negative,rejecting,,sdn
,679ba9c53e7237b2,financial_planning,,neutral,considering,,sdn
,500fcbab3045d8e6,policy_uncertainty,,very_negative,rejecting,,sdn
,2d1338e8242e9e6e,financial_planning,,negative,considering,,sdn
,64b238d8d0112082,policy_uncertainty,,negative,considering,,sdn
,22efffff7efbab47,financial_planning,,neutral,considering,,sdn
,6a6f47bd223464fc,policy_uncertainty,,very_negative,rejecting,,sdn
,3fde1a45d59782bf,career_impact,,positive,considering,,sdn
,9453a1adbfc914a3,policy_uncertainty,,very_negative,rejecting,,sdn
,da690c161333c913,career_impact,,neutral,considering,,sdn
,4408c7db81141b74,career_impact,,negative,rejecting,,sdn
,97132b677ec56a58,financial_planning,,neutral,considering,,sdn
,4395109872456da7,policy_uncertainty,,very_negative,rejecting,,sdn
,1268d46f90f6a8af,financial_planning,,negative,considering,,sdn
"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50 requests per minute (org: 7661350d-ac25-463f-9e73-7",42ba35af6b913109,api_error,,api_error,unknown,,
,832f17ba7b281494,career_impact,,positive,considering,,sdn
,472c3456783ac25e,policy_uncertainty,,very_negative,rejecting,,sdn
,ec4f7b435f284b05,career_impact,,neutral,considering,,sdn
,efc309f901e39770,career_impact,,negative,rejecting,,sdn
,1ca5b1201725f4fb,financial_planning,,neutral,considering,,sdn
,8983de69a125d684,policy_uncertainty,,very_negative,rejecting,,sdn
,ae12f5fef072bfae,policy_uncertainty,,negative,unknown,,sdn
,0cfd960aebaf5a74,financial_planning,,neutral,considering,,sdn
,82a7bd3c28cdce87,policy_uncertainty,,negative,rejecting,,sdn
,7f55d124d6a84c94,career_impact,,positive,pursuing,,sdn
,b9bb8e08c813bd27,policy_uncertainty,,very_negative,rejecting,,sdn
,563aa05668380d2c,policy_uncertainty,,neutral,considering,,sdn
,9c9399e77d30a586,financial_planning,,negative,rejecting,,sdn
,07a53a5e0d02e27a,financial_planning,,positive,considering,,sdn
,db185435a71975b9,policy_uncertainty,,very_negative,rejecting,,sdn
,0a78bacb291d0927,financial_planning,,negative,considering,,sdn
,6322f214740d2e80,policy_uncertainty,,negative,considering,,sdn
,d67501439376c73d,financial_planning,,neutral,considering,,sdn
,7282d5e95f2ae164,policy_uncertainty,,negative,rejecting,,sdn
,aa72e79d68b5f493,career_impact,,positive,considering,,sdn
,43f3c7a7463efd24,policy_uncertainty,,negative,considering,,sdn
,8227f0724ba4d640,career_impact,,neutral,considering,,sdn
,64fba680fa22d954,career_impact,,negative,rejecting,,sdn
,1edcb83aa3789fbc,financial_planning,,positive,considering,,sdn
,290091b851486a58,financial_planning,,positive,considering,,sdn
,28bf77c0e959cec8,financial_planning,,positive,considering,,sdn
,04d8aad597dd993b,career_impact,,positive,considering,,sdn
,783b0d874494883a,career_impact,,positive,considering,,sdn
,49c0e65dd6c70b8a,career_impact,,positive,considering,,sdn
,b614b8fad2f253fa,financial_planning,,positive,considering,,sdn
,294dca4504c46463,career_impact,,positive,considering,,sdn
,747c8211ce095750,financial_planning,,positive,considering,,sdn
,ef8729ac68bd5b75,financial_planning,,positive,pursuing,,sdn
,e92b457dfdd14d8c,financial_planning,,positive,pursuing,,sdn
,12635994112f9ef5,financial_planning,,positive,pursuing,,sdn
,a192144023b0d846,financial_planning,,positive,considering,,sdn
,8a44ac1f355070eb,financial_planning,,positive,pursuing,,sdn
,976d92440e5186a3,financial_planning,,positive,considering,,sdn
,f3d766628716e292,financial_planning,,positive,pursuing,,sdn
,e278dae9445a55ad,financial_planning,,positive,pursuing,,sdn
,b197cdc7783e9ad9,career_impact,,positive,considering,,sdn
,c99d5d48c9eb1c7b,policy_uncertainty,,negative,pursuing,,sdn
,07ba979c6fa5cd15,policy_uncertainty,,negative,pursuing,,sdn
,395e5998cda321d2,policy_uncertainty,,negative,pursuing,,sdn
,207ec1068a768307,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""negative"", ""primary_topic"": ""policy_uncertainty"", ""pslf_stance"": ""pursuing""}
```",
,95e392cdf0db8fa6,policy_uncertainty,,very_negative,pursuing,,sdn
,756e5aa119aaef2c,policy_uncertainty,,negative,pursuing,,sdn
,739fb42ea936dccb,policy_uncertainty,,negative,pursuing,,sdn
,a30f2c15fc4d2ae7,policy_uncertainty,,negative,pursuing,,sdn
,3b902b134e15eea0,policy_uncertainty,,negative,pursuing,,sdn
,50b5c9dfb1d688ab,policy_uncertainty,,negative,pursuing,,sdn
,a031921d41cf4048,financial_planning,,neutral,unknown,,sdn
