post_id,primary_topic,profession,pslf_sentiment,pslf_stance,source
87f2a9b012882ab0,financial_planning,,neutral,considering,sdn
83f50a35a8dc39f6,financial_planning,,neutral,considering,sdn
8b881b97bf189699,financial_planning,,negative,considering,sdn
85975c1c8580a743,financial_planning,,negative,considering,sdn
9883ac0cbf029c57,policy_uncertainty,,neutral,considering,sdn
ddd8b15b7bad13e6,general_question,,neutral,unknown,sdn
39606eddc5fd1188,policy_uncertainty,,neutral,considering,sdn
42f7d6dc46f9fec0,general_question,,neutral,unknown,sdn
90b64f889996b10a,policy_uncertainty,,neutral,considering,sdn
659c07678f5fde2c,general_question,,neutral,unknown,sdn
27bf1c2d10312611,general_question,,neutral,unknown,sdn
f428423397d4e00f,career_impact,,neutral,considering,sdn
549f86c0dddbce3b,career_impact,,neutral,considering,sdn
ddbb84b4c5ec1387,career_impact,,neutral,considering,sdn
201ec50c301c0b01,career_impact,,neutral,considering,sdn
e94a7dd6d434910b,financial_planning,,negative,considering,sdn
5677c9298259a4de,general_question,,neutral,unknown,sdn
37802e82a63a0689,general_question,,neutral,unknown,sdn
f8f9436346f8e553,financial_planning,,neutral,considering,sdn
04a468dcd9f649c4,financial_planning,,neutral,considering,sdn
221f980a5d895b9b,general_question,,neutral,unknown,sdn
fff1e980fa1d7ae6,general_question,,neutral,unknown,sdn
79086eb23fb5c034,general_question,,positive,pursuing,sdn
a76d431649c179f4,general_question,,neutral,unknown,sdn
69273bdb0893dc60,general_question,,positive,pursuing,sdn
3015ac89bde51b5a,general_question,,neutral,unknown,sdn
a21b66392e660b42,financial_planning,,neutral,considering,sdn
719aa7af3ea13b94,general_question,,positive,pursuing,sdn
2562ad5434b44c40,financial_planning,,positive,pursuing,sdn
0ee92892e0b09947,financial_planning,,positive,pursuing,sdn
1191d898a43782a2,financial_planning,,positive,pursuing,sdn
a4a36c1dc259d379,financial_planning,,positive,pursuing,sdn
a579d045cca7b2c5,financial_planning,,positive,pursuing,sdn
1839c29af9fccf73,policy_uncertainty,,negative,considering,sdn
3f88202c1b3bd309,policy_uncertainty,,negative,considering,sdn
37bd55c53b0ac467,policy_uncertainty,,negative,considering,sdn
4f470f4f520bfcb2,policy_uncertainty,,negative,considering,sdn
8c22668873379496,policy_uncertainty,,negative,considering,sdn
1eb028c2b76d66c0,career_impact,,neutral,unknown,sdn
abe9166013c5ae46,financial_planning,,neutral,unknown,sdn
51c6dd476bfeac19,financial_planning,,neutral,unknown,sdn
763d5415278e0ed5,financial_planning,,very_positive,pursuing,sdn
d422f362eade8a32,policy_uncertainty,,neutral,unknown,sdn
4ed28306d648fa86,policy_uncertainty,,positive,pursuing,sdn
0f3e8c43d645bd6c,financial_planning,,very_positive,pursuing,sdn
eac55457e71f0285,financial_planning,,neutral,unknown,sdn
ec1f3f0c7ad1b7f3,general_question,,positive,pursuing,sdn
ffbd4999eeedf980,policy_uncertainty,,negative,considering,sdn
ec987976a9ab02f8,career_impact,,neutral,considering,sdn
1bc7fd8cae4e6479,financial_planning,,neutral,considering,sdn
576578d9b0c1dad7,financial_planning,,neutral,considering,sdn
9ac79026e6ec9cbf,career_impact,,positive,pursuing,sdn
80aa39c0b5991104,financial_planning,,positive,considering,sdn
5eb4dc94716a4005,financial_planning,,positive,considering,sdn
5eb9ef86b04d7fb0,career_impact,,negative,rejecting,sdn
f914ba4e00a6b549,career_impact,,negative,rejecting,sdn
71f6b23e50e10acb,career_impact,,neutral,pursuing,sdn
d0b1dd6b36354980,general_question,,neutral,unknown,sdn
ee2499b2e887f9d6,success_story,,positive,completed,sdn
5aaf5ca72388bebd,policy_uncertainty,,negative,rejecting,sdn
da03e50d33cedaaa,policy_uncertainty,,negative,unknown,sdn
6a04819be06ee79f,policy_uncertainty,,neutral,unknown,sdn
3fb30bafc96d6c8f,financial_planning,,neutral,considering,sdn
54209e020b7255ff,financial_planning,,negative,considering,sdn
417f50b2f9aade2e,financial_planning,,very_negative,rejecting,sdn
8f619f42be3afc33,policy_uncertainty,,positive,pursuing,sdn
5100ba5d2023325f,policy_uncertainty,,positive,pursuing,sdn
92d535aca7b479dc,policy_uncertainty,,negative,unknown,sdn
b63356bdc0b1110b,policy_uncertainty,,very_negative,pursuing,sdn
5dc81ac8eb03b203,policy_uncertainty,,neutral,pursuing,sdn
2c28d002fb367724,policy_uncertainty,,negative,considering,sdn
57fd27b6a215860c,financial_planning,,neutral,unknown,sdn
eb9922cfb63554ca,financial_planning,,neutral,pursuing,sdn
36dfd510cbf3f5d0,financial_planning,,neutral,pursuing,sdn
a9c886be02c3753b,policy_uncertainty,,very_negative,rejecting,sdn
4e93a11904282063,policy_uncertainty,,neutral,considering,sdn
37531877ea12661b,career_impact,,negative,rejecting,sdn
39079f6ed05c5e7d,policy_uncertainty,,negative,considering,sdn
dac897df35b63360,financial_planning,,neutral,considering,sdn
3c196cfec4b7532a,policy_uncertainty,,very_negative,rejecting,sdn
004fbd1410c23de3,policy_uncertainty,,neutral,considering,sdn
72e69d43deb18af0,policy_uncertainty,,negative,considering,sdn
a5bbad99f91de7c7,policy_uncertainty,,very_negative,rejecting,sdn
0b8cfcfef65c88e2,financial_planning,,negative,considering,sdn
4f8b2e0a28651f51,financial_planning,,positive,considering,sdn
facfe2db4a27e5a0,financial_planning,,positive,considering,sdn
4ff55523aa3276f3,financial_planning,,neutral,unknown,sdn
e93e8a6b8bfe3ca2,general_question,,neutral,unknown,sdn
185655c81d717422,policy_uncertainty,,negative,considering,sdn
616e26e51aae04e0,general_question,,neutral,unknown,sdn
be4f8f7b02342786,general_question,,neutral,unknown,sdn
79d4da19fa9a3fc9,career_impact,,neutral,unknown,sdn
94eb970c7fa275d0,career_impact,,positive,considering,sdn
c6e924db0325ce03,career_impact,,negative,rejecting,sdn
5dd9186fe806ce1e,policy_uncertainty,,very_negative,rejecting,sdn
bafcbe31ae466539,general_question,,positive,pursuing,sdn
83c8b948bf79f57d,general_question,,neutral,unknown,sdn
89f1eb27fe32c345,policy_uncertainty,,negative,unknown,sdn
a4c9102e6e60b5e8,frustration_venting,,very_negative,rejecting,sdn
75eeaeb4e0230119,general_question,,neutral,unknown,sdn
3df74ae4dde532cb,general_question,,positive,pursuing,sdn
62c1cf25f511505c,policy_uncertainty,,negative,unknown,sdn
d4e5c9bdd61034b4,policy_uncertainty,,very_negative,pursuing,sdn
87e9730e1aac4595,general_question,,neutral,unknown,sdn
21ae474670338613,policy_uncertainty,,negative,unknown,sdn
3e66aa3a93d185e6,policy_uncertainty,,negative,considering,sdn
f01aee3e8c75d46b,policy_uncertainty,,very_negative,pursuing,sdn
e3441e4558d6e912,policy_uncertainty,,negative,pursuing,sdn
0ac07391ec6cb82a,policy_uncertainty,,very_negative,unknown,sdn
992d548ec8a3e2a4,general_question,,neutral,unknown,sdn
409ddd305459bedb,policy_uncertainty,,negative,unknown,sdn
7c52efe1ad3066a1,policy_uncertainty,,very_negative,unknown,sdn
6f1e939f04f61da8,policy_uncertainty,,very_negative,rejecting,sdn
048b4402c1f67082,policy_uncertainty,,negative,unknown,sdn
3527d54cfd9bc43f,policy_uncertainty,,very_negative,unknown,sdn
1bff81de4c1e20b5,policy_uncertainty,,very_negative,pursuing,sdn
a8406bc1f964976b,policy_uncertainty,,very_negative,unknown,sdn
ee98022b35d7cf12,general_question,,positive,pursuing,sdn
e631cb8f805e5631,general_question,,neutral,unknown,sdn
6d15f0a874e2497c,general_question,,neutral,unknown,sdn
afacead733090b62,policy_uncertainty,,negative,considering,sdn
d28defc9131f41be,policy_uncertainty,,negative,considering,sdn
aa09eec556ad79ba,career_impact,,neutral,considering,sdn
920136d40f44312c,servicer_issues,,negative,pursuing,sdn
d975912a60e2fae6,general_question,,positive,pursuing,sdn
3a63790a15e9933e,general_question,,positive,pursuing,sdn
2c22888a0d47bb65,financial_planning,,positive,pursuing,sdn
92b2a4de6811bb14,financial_planning,,positive,pursuing,sdn
6f841ad73d7d15d9,financial_planning,,positive,pursuing,sdn
21822fb6d6b6128e,financial_planning,,positive,pursuing,sdn
4735c74b63d74df3,financial_planning,,positive,pursuing,sdn
0a133d395e0b140c,general_question,,neutral,unknown,sdn
8a6c0e76c36f6945,general_question,,neutral,unknown,sdn
29c26df1c23e49a8,general_question,,neutral,unknown,sdn
389f630797d65b07,general_question,,neutral,unknown,sdn
bd5a231b87a50b10,general_question,,neutral,unknown,sdn
a11169aeccbc2758,general_question,,neutral,unknown,sdn
f6aa365cff2e8110,general_question,,neutral,unknown,sdn
e069f30e6ecd3b41,general_question,,neutral,unknown,sdn
b9f3a1605c33bf4f,general_question,,neutral,unknown,sdn
832f3970cf0c70d6,general_question,,neutral,unknown,sdn
118f045f12bdc425,career_impact,,positive,pursuing,sdn
6b2175192532ca1d,career_impact,,positive,pursuing,sdn
bef9d0a760ad7c26,financial_planning,,neutral,considering,sdn
f69b1fd2774ccd41,financial_planning,,neutral,considering,sdn
ec96a86a0b958e89,career_impact,,neutral,pursuing,sdn
dc36869f4e4b1941,general_question,,positive,unknown,sdn
29448474db783960,general_question,,positive,unknown,sdn
f545191ae095c042,general_question,,neutral,unknown,sdn
8c1c6e27918de2e3,success_story,,positive,completed,sdn
61aae78373a79dea,general_question,,neutral,unknown,sdn
56e6847135522c80,general_question,,neutral,unknown,sdn
3b63ba9a7ad50ba1,policy_uncertainty,,positive,considering,sdn
f9106236bfbe0085,general_question,,neutral,unknown,sdn
064c6acd9c8f344a,general_question,,neutral,unknown,sdn
d0cfbbe88ce4b107,policy_uncertainty,,positive,considering,sdn
bf92ebfdffdc9c50,general_question,,neutral,unknown,sdn
e3cb568bbd570ab6,general_question,,neutral,unknown,sdn
4722ad9f1791cdde,general_question,,neutral,considering,sdn
ee000bd26869e3f9,general_question,,neutral,unknown,sdn
0fe31f1323fa8452,general_question,,neutral,considering,sdn
9f72b0cc66e0c1b6,policy_uncertainty,,positive,unknown,sdn
46dea95982624eae,policy_uncertainty,,neutral,unknown,sdn
70dfe728ff9e8cba,policy_uncertainty,,negative,unknown,sdn
8ac3b1d1473b88fe,success_story,,positive,pursuing,sdn
2e5e68becad5c258,policy_uncertainty,,negative,unknown,sdn
1e546f99d078c975,policy_uncertainty,,neutral,unknown,sdn
206ddd4cbe43a338,policy_uncertainty,,neutral,unknown,sdn
9ef91499ef102429,policy_uncertainty,,positive,unknown,sdn
6c6add3f5b658b4f,policy_uncertainty,,positive,unknown,sdn
1956f3ea863aedd4,policy_uncertainty,,positive,unknown,sdn
1a41237ebe0dedda,policy_uncertainty,,neutral,unknown,sdn
10c299061e3c9b38,policy_uncertainty,,positive,unknown,sdn
0fbe316e688806c2,policy_uncertainty,,positive,unknown,sdn
34f9c8f84f36da0b,policy_uncertainty,,positive,unknown,sdn
0c600ee015d8f9ca,policy_uncertainty,,positive,unknown,sdn
588837f106bb7f6d,general_question,,neutral,pursuing,sdn
6dc07f6ec7452889,financial_planning,,negative,rejecting,sdn
2660881939bc7da0,financial_planning,,negative,rejecting,sdn
9913f50508f3aeca,financial_planning,,neutral,considering,sdn
3a03d670c0bc6f5d,career_impact,,positive,considering,sdn
72d542b492e15978,career_impact,,positive,considering,sdn
ef02d91619bc4919,financial_planning,,neutral,considering,sdn
06efd6c1cdb65498,career_impact,,positive,pursuing,sdn
e60bf805267ef5fa,financial_planning,,neutral,considering,sdn
108faa346fff084c,financial_planning,,neutral,considering,sdn
0855d1f577780792,financial_planning,,neutral,considering,sdn
26ebce7c9e26c434,career_impact,,neutral,unknown,sdn
d6bbbceb8b063cc8,financial_planning,,positive,pursuing,sdn
19a815069ba34d74,career_impact,,positive,pursuing,sdn
eb2cdd10f4132749,financial_planning,,neutral,considering,sdn
d249eaa129e96d61,career_impact,,positive,pursuing,sdn
d4578047a5e749f4,career_impact,,positive,pursuing,sdn
0014f3bd434503bd,career_impact,,neutral,unknown,sdn
b1c6c22314d1f2ee,financial_planning,,positive,pursuing,sdn
7888ddde4ebe6a38,policy_uncertainty,,positive,unknown,sdn
96bab835d96e0480,policy_uncertainty,,positive,unknown,sdn
1f52b52da2c9161e,financial_planning,,neutral,unknown,sdn
b391571b1bdd5bc5,financial_planning,,neutral,unknown,sdn
b020b1f8caa53ced,financial_planning,,neutral,unknown,sdn
0eba470fc1045fd6,financial_planning,,neutral,unknown,sdn
83a7c91d4a50a764,policy_uncertainty,,positive,unknown,sdn
c48fba0c19f0efe6,financial_planning,,neutral,unknown,sdn
71ebddcaf1514dce,career_impact,,positive,pursuing,sdn
e68cac55b32c94bd,career_impact,,positive,pursuing,sdn
2a9b9e5bba31d8d3,financial_planning,,neutral,considering,sdn
f86981ede0f361dc,financial_planning,,neutral,considering,sdn
d5a178f75e75a905,financial_planning,,neutral,considering,sdn
916af373361d1501,financial_planning,,neutral,considering,sdn
cd74e7fbb018bae4,financial_planning,,neutral,pursuing,sdn
6418c665e479dc26,financial_planning,,positive,pursuing,sdn
e424d5ba12d6d174,financial_planning,,neutral,pursuing,sdn
701d9bc80291c461,financial_planning,,neutral,considering,sdn
ce173c40dcb0fc79,financial_planning,,neutral,pursuing,sdn
02259598cc8994ff,financial_planning,,neutral,pursuing,sdn
32a9a915c26ec0f9,career_impact,,positive,considering,sdn
754ae2e312741f53,career_impact,,positive,considering,sdn
bf3a6eeb06485c25,career_impact,,positive,considering,sdn
73fb6ca4a57daa9a,career_impact,,neutral,pursuing,sdn
8a351e972d02b745,career_impact,,neutral,pursuing,sdn
9d5f7807c10dd7ce,career_impact,,positive,considering,sdn
5e469b798458bf80,financial_planning,,neutral,unknown,sdn
489ec060aa7cd6af,financial_planning,,neutral,unknown,sdn
dfbab7d9195a627e,financial_planning,,neutral,unknown,sdn
d20ca9c06a7c06b0,financial_planning,,neutral,unknown,sdn
bd3f99fc10e7c0d4,career_impact,,negative,considering,sdn
a149e498c60fb6fe,career_impact,,negative,considering,sdn
66504ab3e780076f,financial_planning,,very_negative,rejecting,sdn
78ee61bc7d4ac202,financial_planning,,very_negative,rejecting,sdn
4cb75cedb315c88e,general_question,,neutral,considering,sdn
b3ad3661536640a8,general_question,,neutral,considering,sdn
9d2b3e56e2c522d6,general_question,,neutral,considering,sdn
61396e392b078ed7,general_question,,neutral,unknown,sdn
5d340d66255cd5aa,general_question,,neutral,unknown,sdn
865e5b6d62d64082,general_question,,neutral,unknown,sdn
d08b99623a1da1f7,policy_uncertainty,,negative,considering,sdn
4aec40081f629574,policy_uncertainty,,negative,rejecting,sdn
18567b9e112d6028,servicer_issues,,negative,unknown,sdn
e0a79c322d23f155,servicer_issues,,negative,unknown,sdn
10b859d378b93f09,servicer_issues,,negative,unknown,sdn
84b3c523187c7b2c,career_impact,,positive,pursuing,sdn
aff181fd485c2ad4,financial_planning,,neutral,considering,sdn
1d7a48dd61dbc8ac,financial_planning,,neutral,unknown,sdn
8ae5fee32372420e,financial_planning,,neutral,unknown,sdn
eb4b4581b7a83529,financial_planning,,neutral,unknown,sdn
731f8935b42686ba,financial_planning,,neutral,unknown,sdn
bee56bbc66a02e2a,financial_planning,,neutral,unknown,sdn
c1cae34cbf06576e,financial_planning,,neutral,unknown,sdn
03e0f3fea8f8045b,career_impact,,positive,pursuing,sdn
486a372ac4a6fac6,career_impact,,positive,pursuing,sdn
2888b15bc6856c01,career_impact,,positive,considering,sdn
05be31671d65d583,career_impact,,positive,considering,sdn
d62454f7a739ccad,career_impact,,positive,pursuing,sdn
6447194e9c15bc4b,general_question,,positive,unknown,sdn
3a7569048e5d719e,success_story,,positive,pursuing,sdn
e685e9905c578692,career_impact,,negative,rejecting,sdn
3fede8cffb0f41d5,career_impact,,negative,rejecting,sdn
df6016fc655015c9,success_story,,positive,pursuing,sdn
283da0cab05c33e9,financial_planning,,positive,considering,sdn
c80c4f6ed65ea432,career_impact,,neutral,unknown,sdn
e6123f91c10de133,career_impact,,neutral,unknown,sdn
d9818886059f8ac9,financial_planning,,neutral,unknown,sdn
f10059b2d3a2d3f0,financial_planning,,negative,rejecting,sdn
1ff63b006b2a2b29,financial_planning,,negative,rejecting,sdn
139b9668b49d9e99,financial_planning,,neutral,considering,sdn
3af3e0c2e7c65d96,policy_uncertainty,,positive,unknown,sdn
747274f05c4e091a,financial_planning,,positive,considering,sdn
382e50f207e985ba,financial_planning,,negative,rejecting,sdn
510342e23672fb46,financial_planning,,positive,considering,sdn
c18985000ea286d0,financial_planning,,neutral,considering,sdn
87392571e7e7572f,policy_uncertainty,,negative,considering,sdn
eb05bee1c83eaf33,financial_planning,,positive,pursuing,sdn
061ecd8b9aa51d23,financial_planning,,positive,considering,sdn
a78a12c26100e6ef,financial_planning,,positive,pursuing,sdn
4acd16b7669a4ac0,financial_planning,,negative,considering,sdn
3bd7e47b1a083e64,policy_uncertainty,,positive,unknown,sdn
b7b241dad6a15f95,policy_uncertainty,,positive,pursuing,sdn
c1e9cebc496463c6,financial_planning,,neutral,considering,sdn
0bf3efe54ffe3273,financial_planning,,neutral,considering,sdn
abf6234c823f4664,financial_planning,,positive,pursuing,sdn
053d2a8463774d7c,financial_planning,,neutral,considering,sdn
d7f35fe4a8aa6adc,financial_planning,,negative,rejecting,sdn
28d3243680667bf7,financial_planning,,neutral,unknown,sdn
7e2e3ac6c08dab28,policy_uncertainty,,positive,unknown,sdn
cf2d09e4a0cf446a,financial_planning,,negative,rejecting,sdn
22ba448bc47f3d84,financial_planning,,positive,considering,sdn
10bdb75071fe8af6,policy_uncertainty,,negative,considering,sdn
f1b13a04ae47bfaa,financial_planning,,positive,pursuing,sdn
b444665d6b6fcb6c,policy_uncertainty,,positive,unknown,sdn
7f56ab8a66ace290,policy_uncertainty,,negative,considering,sdn
500f4e7a4bca7138,financial_planning,,neutral,unknown,sdn
60356292e713ed38,financial_planning,,positive,pursuing,sdn
162e43988256b105,policy_uncertainty,,negative,considering,sdn
3f2861a3efe7c58f,financial_planning,,positive,considering,sdn
dab8c9051ec24983,financial_planning,,positive,pursuing,sdn
471deee071981a6f,financial_planning,,neutral,rejecting,sdn
e945e2f0182303c3,general_question,,neutral,unknown,sdn
fa216ffb1b7ad81f,career_impact,,positive,pursuing,sdn
5d56eddf49a6cbcf,financial_planning,,neutral,considering,sdn
a6d43889b09b5f05,success_story,,very_positive,completed,sdn
19a5ba36105751e8,policy_uncertainty,,negative,rejecting,sdn
af5907b1b80407b8,policy_uncertainty,,neutral,unknown,sdn
523f943a4e6b35a6,policy_uncertainty,,very_negative,rejecting,sdn
bd3c3d201ef1450a,financial_planning,,neutral,unknown,sdn
5b48cea138199999,general_question,,neutral,considering,sdn
bb31feede6e3dd59,frustration_venting,,very_negative,rejecting,sdn
03d5495f1719621d,policy_uncertainty,,negative,unknown,sdn
1e92e42ec1f887e4,general_question,,positive,pursuing,sdn
7b698192a5e64081,general_question,,neutral,pursuing,sdn
f43877a7a834da8d,general_question,,neutral,pursuing,sdn
12250506848b4b3d,general_question,,neutral,considering,sdn
a85f36088d9cafd1,general_question,,positive,pursuing,sdn
f49a440951c31767,general_question,,neutral,considering,sdn
1c7a8b6d89233258,general_question,,neutral,unknown,sdn
d1e17b1027381b02,general_question,,neutral,pursuing,sdn
54fbef06cc644cd9,general_question,,neutral,unknown,sdn
94adefa2c7913e8e,general_question,,neutral,unknown,sdn
76b2c7a1357b287d,general_question,,neutral,unknown,sdn
b45e4ee67e76b519,general_question,,neutral,unknown,sdn
b8d7324c696e4022,general_question,,neutral,unknown,sdn
76d8b45a5306ec44,general_question,,neutral,pursuing,sdn
218f7c60ae5f577b,general_question,,neutral,unknown,sdn
9fb418dc19b2fdac,success_story,,positive,pursuing,sdn
a79e2de465e5aa80,general_question,,neutral,unknown,sdn
f3b4f76d0f25d5bb,general_question,,neutral,unknown,sdn
affa68254fc13aee,financial_planning,,neutral,pursuing,sdn
458f9bbe7b601ab2,policy_uncertainty,,very_negative,rejecting,sdn
ce838cb2dc729f92,financial_planning,,positive,pursuing,sdn
b0645cb51dc2a051,financial_planning,,neutral,unknown,sdn
c8fbd172c36df65e,financial_planning,,neutral,considering,sdn
a741885e090b8cac,financial_planning,,neutral,unknown,sdn
bab47874e43f4d13,financial_planning,,neutral,considering,sdn
4d4a21cf03734ff7,general_question,,neutral,considering,sdn
577a6fb12ccc7024,career_impact,,positive,considering,sdn
a048574a952e6ab7,financial_planning,,positive,considering,sdn
c7190d143d315f5d,financial_planning,,neutral,considering,sdn
ac2e1a994abc6db1,financial_planning,,positive,considering,sdn
c0d0aad404d0765e,financial_planning,,neutral,unknown,sdn
91d7e6b2531a4027,financial_planning,,neutral,considering,sdn
be10c46073e18d5f,policy_uncertainty,,very_negative,rejecting,sdn
89185a7872fec610,career_impact,,positive,unknown,sdn
dab3ec0a540d6c46,general_question,,positive,unknown,sdn
5c8bf861280ba81d,financial_planning,,positive,pursuing,sdn
2f7337b005c7d171,policy_uncertainty,,very_negative,rejecting,sdn
483856a55f87bee8,career_impact,,neutral,considering,sdn
c10d6efe7ba770de,career_impact,,neutral,considering,sdn
9f2ef02fd66517a4,career_impact,,positive,unknown,sdn
0160b1b49b03db3e,career_impact,,positive,unknown,sdn
5c534ca0ac92c417,financial_planning,,neutral,considering,sdn
dbceacb49c0574ac,financial_planning,,neutral,unknown,sdn
ae2739e11771d4a6,career_impact,,neutral,considering,sdn
854963b0c5b2f5bc,financial_planning,,neutral,considering,sdn
bd4b03758a1f2b09,career_impact,,neutral,considering,sdn
0bf544b06577bdd8,financial_planning,,neutral,unknown,sdn
a67781c6939915a5,financial_planning,,neutral,unknown,sdn
f403cd2e18ca5b67,financial_planning,,neutral,unknown,sdn
01d53dde4db25e90,financial_planning,,neutral,unknown,sdn
f9c91cc5f6443d31,career_impact,,neutral,considering,sdn
7a97fdf0b6ad480e,financial_planning,,negative,rejecting,sdn
8156016b0fbdf968,financial_planning,,neutral,unknown,sdn
c1fbe2ff4d1fde19,policy_uncertainty,,very_positive,pursuing,sdn
c935170b553555b2,policy_uncertainty,,neutral,pursuing,sdn
af9a10c4c919fab2,policy_uncertainty,,positive,pursuing,sdn
0547c45fce4d32b2,policy_uncertainty,,positive,unknown,sdn
b8fe9a0990d5b186,policy_uncertainty,,positive,pursuing,sdn
ec7b5617740b1a89,policy_uncertainty,,positive,pursuing,sdn
8fe0717f9df26c81,financial_planning,,neutral,unknown,sdn
7d30eff8651a7cb3,general_question,,neutral,considering,sdn
037350eef08a87bc,success_story,,positive,pursuing,sdn
bcfe839a305abf1b,financial_planning,,neutral,unknown,sdn
cb026b3520dc1dd7,policy_uncertainty,,neutral,unknown,sdn
e73d6a9c4d9417c9,policy_uncertainty,,neutral,unknown,sdn
a6d7abf55946b682,general_question,,neutral,considering,sdn
7b16fc4c49163d21,career_impact,,positive,pursuing,sdn
d89f03de8e2204f3,career_impact,,positive,pursuing,sdn
6848e51fb366a62c,general_question,,neutral,considering,sdn
ceefe5a1fe6c9644,financial_planning,,neutral,rejecting,sdn
c5b965e3f6c515b3,financial_planning,,positive,pursuing,sdn
3181b2b7ecbfab98,general_question,,neutral,considering,sdn
29458abac21934c6,financial_planning,,neutral,considering,sdn
91ca7a3d61a02f5a,success_story,,positive,pursuing,sdn
a1e663e8c7a6a92c,financial_planning,,positive,pursuing,sdn
6f43b6c4e6dd33d6,financial_planning,,positive,pursuing,sdn
10bd986fa1ee7ca9,financial_planning,,neutral,rejecting,sdn
3385381a63436fa7,financial_planning,,neutral,rejecting,sdn
f2b88ffe36080c7c,financial_planning,,positive,considering,sdn
04e88ee58a126933,financial_planning,,neutral,rejecting,sdn
69b365ceabfc0e5e,financial_planning,,neutral,rejecting,sdn
fccfbf9cc2e2f788,financial_planning,,positive,considering,sdn
30952d216b123862,policy_uncertainty,,neutral,unknown,sdn
